original,paraphrase
T,T za:
ImeŠolaNaslovKrajBlaž Kavčič (2. r.)OŠ Franceta BevkaDijaška ul. 125220 TolminTina BatOŠ DobravljeBrje NN5270 Vipavski KrižTadej Toplak (3. r.)OŠ Franca Rozmana StanetaKersnikova 102000 MariborPolona Dobrovoljc (1. r.)OŠ Stanežiče 1210 Ljubljana - ŠentvidDanaja Mertelj (1. r.)OŠ 16. decembra 4281 MojstranaLuka Ravnikar (3. r.)OŠ 16. decembra4281 MojstranaMiha Mertelj (3. r.)OŠ 16. decembra4281 MojstranaTjaša Prinčič (1. r)OŠ Dobrovo;PŠ KojskoKojsko 695211 KojskoAljaž Martinc (3. r.)PŠ HrušicaPot do šole 11000 LjubljanaBarbara Završnik (1. r.)OŠ Žirovnica4274 ŽirovnicaNina Mejnik (3. r.)OŠ Dobrovo;Podružnica KojskoKojsko 695211 KojskoTina Podboj (3. r.)OŠ BrezovicaPŠ Notranje Gorice1357 Notranje GoriceJanez Dobnikar (1. r.)OŠ PreskaPreška c. 221215 MedvodeTjaša Gruden (2. r.)Dolenja Trebuša5283 Slap ob IdrijciMiha Brvar (3. r.)OŠ VodmatPotrčeva 11000 LjubljanaMajda Markelj (3. r.) PŠ HrušicaPot do šole 11000 LjubljanaŽiga Babnik (2. r.)PŠ HrušicaPot do šole 11000 LjubljanaVesna RančanVVZ Tončke ČečeveMariborska c. 433000 CeljeKatja OrličnikVVZ Tončke Čečeve Mariborska c. 433000 CeljeTjaša MalavašičSLKD Vrhnika1360 VrhnikaAnže UmekVVZ Tončke ČečeveMariborska c. 433000 CeljeŽan FerčakOŠ Cerkno-enota VrtecBevkova ul. 265282 CerknoJuraj ZakarijaVrtec Postojna6230 PostojnaNika KranjecVrtec Postojna6230 PostojnaManca KaduncVVZ A. Medveda1241 KamnikInes Vidmar VVZ A. Medveda1241 KamnikGoran RaduljVVZ Tončke Čečeve Mariborska c. 433000 CeljeTia Kristian TajnšekVVZ Tončke Čečeve Mariborska c. 433000 Celje ,ImeŠolaNaslovKrajBlaž Kavčič (2. r.) Osnovne šole Franceta BevkaDijaška ul. 125220 TolminTina Batoš DobravljeBrje NN5270 Vipavski KrižTadej Toplak (3. r) Osnovna šola Franca RozmanetaKersnikova 102000 MariborPolona Dobrovoljc (1. r. Osnovna šola Stanežiče Ljubljana - ŠentvidDanaja Mertelj (1. r.) Moja osnovna šola 16. december 4281 MojstranaLuka Ravnikar) (3. r. Osnovna šola Franca Rozmana Mihe Mertlja (r. 3. r.) 16.4281. december 16. LjubljanaBarbara Završnik (1. r) Osnovne šole Žirovnica4274 ŽirovnicaNina Mejnik (3. r.) Osnovne šole KojskoKojsko 695211 KojskoTina Podboj (3. r) Osnovne šole BrezovicaŠ Notranja Gorice1357) Notranja GoriceJanez Dobnikar (1. r.) Osnovne šole PreskaPreška c. 22115 MedvodeTjaša Gruden (2. r) Dolenja Trebuša5283) v Idrijću Brvar (3. r.) VodmatPotrčeva 11000) LjubljanaMajda Markelj (3. rŠ do šole Hibarska (2. rŠ). 433000 CeljeKatja OrličnikVZ Tončka Čečeva Mariborska c. 433000 CeljeTjaša MalavašičSLKD Vrhnika1360 VrhnikaAnže UmekVZ Tončka ČečevaMariborska c. 433000 CeljeŽan FerčakOŠ Cerkno-enota VrtecBevkova ul. 265282 CerknoJuraj ZakarijaVrtec Postojna6230 PostojnaNika KranjecVrtec Postojna6230 PostojnaManca KaduncVVZ A. Medveda1241 KamnikInes Vidmar VVZ A. Medveda1241 KamnikGoran RaduljVZ Tončke Čečeva Mariborska c. 433000 CeljeTia Kristian TajnšekVZ Tončke Čečeva Mariborska c. 433000 Celje
- likovna podoba: revija je opremljena z ilustracijami in tudi fotografijami,- revija za vizualno oblikovanje je opremljena z ilustracijami in fotografijami
"- izdelovanje igrač, ob katerih lahko otroci praktično spoznavajo fizikalne zakonitosti (Alenka Vidrgar)","- izdelava igrač, ki otrokom omogočajo praktično spoznavanje zakonov fizike (Ljubljana)"
"Šole, ki so poslale največ prispevkov:",", šole, ki so poslale največ prispevkov:"
"OŠ SIMON JENKO, KRANJ",Simon Jenko - kralj
sestavil Jože Petelin,Ustvarjeno za petelin
"Pika zbira star papir. V kleti ima veliko škatlo, kamor zlaga stare časopise in revije, zvezke, kartonaste škatle, papirnate vrečke ter ovojni papir. Ko jo bo napolnila, ji bo očka pomagal odnesti škatlo v najbližji zabojnik za papir. Iz starega papirja bodo v tovarni naredili novega. Nariši črto od Pike do pravega zabojnika. ","Pika zbira star papir, v kleti pa ima veliko škatlo, kamor zlaga stare časopise in revije, zvezke, kartonske škatle, papirnate vrečke in ovojni papir. Ko jo napolni, ji bo očka pomagal odnesti škatlo do najbližjega zabojnika za papir, tovarna bo iz starega papirja naredila novega, nato pa iz Pike potegniti črto do prave posode."
"Ste za to, da gremo skupaj pogledat, kam gredo odpadki?","Ali želite iti ven in videti, kje gredo odpadki?"
"odpadki, zabojnik, smetarsko vozilo, komunalno podjetje, stric Jošt voznik smetarskega vozila - odpadkar)","odpadki, kontejner, smetarski tovornjak, komunalno podjetje, stric Jošt voznik smetarskega tovornjaka - prevoznik odpadkov)"
"(Za ilustratorja:Takoj za vhodom v komunalno podjetje so urejene zelenice z nasadi rož in ribnik, kjer plavajo račke. Tu je tudi skupina otrok z učiteljico, ki so prišli na ogled centra.) ","(Za ilustratorja: Takoj za vhodom v komunalno podjetje so urejene zelenice s cvetličnimi nasadi in ribnikom, kjer plavajo race. Tam je tudi skupina otrok z učiteljem, ki je prišel na obisk centra.)"
"Ilustrator nariše odlagališče odpadkov, kup nekoristnih odpadkov, ki jih tovornjak zasipava z zemljo.","Ilustrator nariše odlagališče smeti, kup neuporabnih odpadkov, ki jih je v zemljo vrgel tovornjak."
"Na posebnem prostoru zbirajo tudi nevarne odpadke: ostanke zdravil, prazne baterije, ostanke barv, čistil in olj. Teh odpadkov nikakor ne smemo vreči v zabojnik, ker so strupeni ali škodljivi. ","Na posebnem mestu se zbirajo tudi nevarni odpadki: medicinski ostanki, prazne baterije, ostanki barv, čistila in olja, ki jih ne smete odvreči v embalažo, ker so strupeni ali škodljivi."
(Pojmi:,(: Koncepti
"Na posameznih škatlah je napisano(1) star papir, (2) plastika,(3) pločevina, steklo, (4) kosovni odpadki,(5) nevarni odpadki. Zeleni zabojnik za bio odpadke naj ima številko 6, sivi številko 7, kompostnik številko 8.","Posamezne škatle so označene z (1) starim papirjem, (2) plastiko, (3) pločevino, steklom, (4) kosovnimi odpadki, (5) nevarnimi odpadki. Zelena posoda za biološke odpadke mora imeti številko 6 in sivo številko 7."
- Kupujte izdelke v kartonskem ali papirnatem ovitku.,kupite predmete v kartonskem ali papirnatem ovoju.
"Ilustrator nariše na sredini polja zelen zabojnik za bio odpadke. Okrog njega so razvrščeni naslednji predmeti: plastenka, kozarec od marmelade, stari čevlji, jajčne lupine, omara, solatni listi, baterije, zdravila, konzervna škatla, jabolčni olupki/ gnila jabolka,veje, gnila buča ….","Okoli nje so razporejeni naslednji predmeti: steklenica, kozarec marmelade, stari čevlji, jajčne lupine, omara, solatni listi, baterije, zdravila, škatla za konzerviranje, jabolčni olupki / gnila jabolka, veje, gnila buča..."
3. KDO SLABO RAVNA Z ODPADKI,3) Kdo trpi zaradi odpadkov
2.,2.
Igor meče prazne baterije v zabojnike.,Igor meče prazne baterije v koše.
5.,5.
"OPISI vodoravno: pokopavanje, pogreb; težavnost; ","opis: horizontalni pokop, pogrebne težave;"
"Davčna uprava RS,p. p. 563,1000 Ljubljana","Davčna uprava Republike Slovenije, str. 563,1000 Ljubljana"
"Davčna uprava RS,p. p. 563,1000 Ljubljana","Davčna uprava Republike Slovenije, str. 563,1000 Ljubljana"
"Davčna uprava RS,p. p. 563,1000 Ljubljana","Davčna uprava Republike Slovenije, str. 563,1000 Ljubljana"
Barbara Hanuš in ,Barbara Podčetrtek in
Slavica Remškar ,Slavica Remškar (angleščina)
"5. Ga. Vojka Daič,OŠ Angela Besednjaka,Celjska 11,2000 MARIBOR","ga. Vojka Daič, Osnovna šola Angela Slovar, Celje 11,2000 MARIBOR"
"12. Ga. Olga Majcen,OŠ Bojana Ilich,Mladinska ul. 13,2000 MARIBOR","ga. Olga Majcen, Osnovna šola Bojana Ilich, Mladinska ul. 13,2000 MARIBOR"
"18. Ga. Tamara Škafar,Oš Janka Padežnika,Iztokova 6,2000 MARIBOR","Gospa Tamara Škafar, Oš Janko Padežnik, Iztokova 6,2000 MARIBOR"
"39. Ga. Kristina Žunkovič,OŠ Majšperk,Majšperk 39,2322 MAJŠPERK","Kristina Žunkovič, Osnovna šola Majšperk, Majšperk 39,2322 MAJŠPERK"
"62. Ga. Elizabeta Zadravec,Hardek 5,,2270 ORMOŽ","Gospa Elizabeta Zadravec, Hardek 5, 2270 ORMOŽ"
"66. Ga. Kristina Leben,OŠ Podgorci,Podgorci 81,2273 PODGORCI","ga. Kristina Leben, Osnovna šola Podgorci, Podgorci 81,2273"
"79. Ga. Jana Mohorko,OŠ A. Ingoliča,Sp. Polskava 140,2331 PRAGERSKO","Jana Mohorko, Osnovna šola A. Ingoliča, sp. Polskava 140,2331 PRAGERSKO"
VRTCI:,Velika večina VRTCI
"1. Marjanca Agrež,OŠ HRUŠICA, Pot do šole 1,1000 Ljubljana","Marjanca Agrež, Osnovna šola HRUŠICA, Pot do šole 1.1000 Ljubljana"
"52. Iva Bajde,PŠ ZGORNJI TUHINJ,CVŠ,1219 Laze v Tuhinju","52. Iva Bajde, PŠ ŽORNJI TUHINJ, CVŠ, 1219 Laze in Tuhinj"
"DispanzerZDUlicaKrajVodja šolskega disp.ZD Radlje ob DraviMariborska 372360 Radlje ob DraviVodja šolskega disp.ZD RibnicaMajnikova 11310 RIBNICAVodja šolskega disp.ZD SevnicaTrg svobode 148290 SEVNICAVodja šolskega disp.ZD SežanaPartizanska 246210 SEŽANADraga Kovač Škoberne, dr.med.Zasebna ambulantaZD Šentjur3230 ŠENTJURVodja šolskega disp.ZD ŠentjurCesta L. Dobrotinška 53230 ŠENTJURVodja šolskega disp.ZD Šmarje pri Jelšah3240 ŠMARJE PRI JELŠAHVodja šolskega disp.ZD TolminPrešernova 65220 TOLMINVodja šolskega disp.ZD VrhnikaUl. 6.maja 111360 VRHNIKAVodja šolskega disp.ZD ZagorjeCesta zmage 11410 Zagorje ob SaviVodja šolskega disp.ZD RadovljicaKopališka 74240 RADOVLJICAVodja šolskega disp.ZD Ravne na KoroškemOb Suhi 112390 Ravne na KoroškemVodja šolskega disp.ZD Slovenj GradecPartizanska pot 302380 Slovenj GradecVodja šolskega disp.ZD Slov. BistricaPartizanska 302310 Slovenska BistricaVodja šolskega disp.ZD Slov. KonjiceMestni trg 13210 Slovenske KonjiceVodja šolskega disp.ZD Škofja LokaStara cesta 104220 ŠKOFJA LOKAVodja šolskega disp.ZD TrebnjeGoliev trg 38210 TREBNJEVodja šolskega disp.ZD TrbovljeRudarska 121420 TRBOVLJEVodja šolskega disp.ZD TržičBlejska c. 104290 TRŽIČVodja šolskega disp.ZD VelenjeVodnikova 13320 VELENJEOtroško šolski disp. VuzenicaIrena Kržan;dr.med.Mladinska 172367 VUZENICAVodja šolskega disp.ZD dr.Jožeta PotratePrešernova 63310 ŽALECBožena Borjan; dr. med.Otroški dispanzer;ZD BrežiceČernelčeva 88250 BrežiceLidija Odorčič dr. med.Kekčeva ulica 31330 KOČEVJE",DispanzerZDulicaPlaceVodja šolskega diska.ZD Radlje ob DraviMariborska 372360 Radlje ob DraviVodja šolskega diska.ZD RibnicaMajnikova 11310 RIBNICHVodniki šolskega diska.ZD SevnicaTrg svobode 148290ŠVNICHpredvod šolskega diska.ZD SežanaPartizanska 246210 SEŽANADADraga Kovač Škoberne dr.med.Zasebna klinikaZDjur3230 ŠENTJURVodja šolskega diska.ŠENTJRCesta L. Dobrotinška 53230 ŠENTJURVodja šolskega diska.ŠD SežanaParpahma pri Jelškem GradcuŠederska cesta na Korošcu pri Korošcu.ZEDELJSKIŠKIŠKIŠKIŠOLSKIŠKIŠLIŠKIŠKIŠKIŠKIŠKIŠKIŠKIŠKIŠKIŠKODIŠOLIŠLIŠKIŠOLIŠOLIŠKIŠKIŠLIŠKIŠKIŠKIŠOLIŠOLSKIŠOLSKIŠOLSKIŠOLSKIŠOLSKIŠOLSKIŠOLSKIŠOLSKIŠKIŠKIŠOLSKIŠOLSKIŠKIŠOLSKI Partizanska 302310 SlovenskaVodja šolskega diska.Z Slov .Velestni trg 13210 Slovenske KonjiceVodja šolskega diska.ZD Škofja LokaTa cesta 104220 Škofja Loka-Lova.Dobro za šolski disk.Gooddar park Trdarnje (Trdarska šolska tržnica) .VZDJE 12902 .VuzenicaI Kržana; dr.med.Mladinska 172367 VUZENICAodja šola dip.ZD dr.Jože PotPreratešova 63310 ŽALECBožjin Borjan; dr. med.Otroška ambulanta Brežice ZDČelčeva 88250 BrežiceLidija Odkovčeva ulica dr. KEVČE30
2.,2.
"tabla z napisom, vratar, vratarjeva hišica, zapornica, tehtnica)","tabla z napisom, vratar, vratarjeva hiša, ključavnica, tehtnica)"
2.,2.
"Nato z risbo ponazori, kako iz kupov različnih sortiranih koristnih odpadkov s stiskanjem dobimo bale, ki jih odvažajo v tovarne, kjer jih predelujejo.","Nato s pomočjo risbe ponazori, kako se kupe raznih sortiranih, koristnih odpadkov stisne, da nastanejo bale, ki jih nato pošljejo v tovarne, kjer jih predelajo."
"kompostarna, kompostni kup, prekrivna folija, ventilator).","kompost, kompostni kup, prekrivna folija, ventilator)."
"Velikanski kup predmetov, ki jih ljudje ne potrebujejo več se imenuje kosovni odpad. To so večji predmeti: preproge, pohištvo, stari televizorji, računalniki, kolesa in podobno. Med njimi je mnogo uporabnih odpadkov. Odpadkarji jih sortirajo in odpeljejo v predelavo.","To so večji predmeti: preproge, pohištvo, stari televizorji, računalniki, kolesa in tako naprej. Mnogi od njih vsebujejo koristne odpadke, ki so razvrščeni in poslani v predelavo. To je velik kup predmetov, ki jih ljudje ne potrebujejo več."
KAJ SE ZGODI Z NEVARNIMI ODPADKI?,Kaj se zgodi z nevarnimi odpadki?
"Nekateri Jernejevi sošolci slabo ravnajo z odpadki. Obkroži tiste, ki ne ravnajo prav. O tem se pogovarjaj s starši.","Nekateri Jernejevi sošolci slabo ravnajo z odpadki; obkrožajo tiste, ki tega ne počnejo prav, in se o tem pogovorite s svojimi starši."
2.,2.
3. ,3.
- Zmanjšajte količino odpadkov.,- Zmanjšajte odpadke.
CICI VESELA ŠOLA ,Srečna srednja šola
"Morda pa je zdaj priložnost, da začnete.","Morda je zdaj vaša priložnost, da začnete."
1. CICIDOJEVA IGRARIJA,- 1. tekma za umore
"Ilustrator naj nariše mamo, ki ima v nakupovalnem vozičku naštete predmete.","Naj ilustrator pripravi mamo, ki ima predmete, navedene v nakupovalnem vozičku."
CICI VESELA ŠOLA (april 2000),Srednja šola Ljubljana (April 2000)
KAM GREDO ODPADKI?,Kaj pa z odpadki?
"Ilustrator na prvi strani nariše: Jerneja, ki je pravkar odvrgel odpadke v zabojnik, in odpadkarja, ki stresa vsebino zabojnika v smetarsko vozilo.","na prvi strani ilustrator nariše: Jerneja, ki je pravkar odvrgel odpadke v zabojnik, in zavrnitelja, ki vsebino zabojnika strese v smetarski tovornjak."
"prebiralnica odpadkov, koristni odpadki.)","sortirnica odpadkov, koristni odpadki.)"
kosovni odpad.),kosovni odpadki.)
"odlagališče odpadkov, nekoristni odpadki.)","odlagališče, neuporabni odpadki.)"
Ilustrator v kleti nariše posamezne zaboje/ škatle za posamezno vrsto odpadkov. ,ilustrator nariše posamezne zaboje / škatle za vsako vrsto odpadkov v kleti.
6. Dedek je našel stare baterije. V katero škatlo v kleti jih bo dal? ,"6. dedek je našel stare baterije, v katero škatlo v kleti jih bo dal?"
8. Mama je olupila banane. V kateri zabojnik bo dala odpadke?,Mama je olupila banane. V katero posodo bo dala smeti?
2. CICIBANOVA IGRARIJA,Druga tekma za Ciciban
3. KDO SLABO RAVNA Z ODPADKI,3) Kdo trpi zaradi odpadkov
"Ilustrator nariše otroke v različnih situacijah, ki kažejo na to, kakšen je njihov odnos do odpadkov.","Ilustrator riše otroke v različnih situacijah, ki kažejo njihov odnos do odpadkov."
April,April je lahko
"Zato je dobro, če tudi pri vas doma začnete zbirati koristne odpadke. To sploh ni težko, celo zabavno je.","Torej je dobro, če tudi v vašem domu začnete zbirati koristne odpadke - ni težko, je celo zabavno."
"Liza je v omari našla cel kup odpadkov. Ugotovi, iz katerih odpadnih predmetov je naredila nove. S črtami poveži odpadne predmete in nove predmete, ki so nastali iz njih.","Liza je v omari našla cel kup odpadkov, iz katerih je naredila nove odpadne predmete in povezala linije z novimi predmeti, ki so nastali iz njih."
"Ilustrator nariše: časopis, papirnatega zmaja, kartonasto škatlo, volneno kapo, očala, copate, pisemsko ovojnico, vazo, zvezek.",": papirnati zmaj, kartonska škatla, volnen pokrovček, kozarci, copati, ovojnica, vaza, beležnica."
"papirnata škatla, v kateri je bil Čokolešnik","Škatla, v kateri je bila čokolada."
Prirejena Pikijeva igrarija / prilagam fotokopijo.,jaz sem oddajo fotokopijo od Piki.
Lonček za barvice je narejen iz ……………………………………. .,Posoda z voščenkami je narejena iz..............
Keglji so narejeni iz …………………………………………………... .,Sodiči so izdelani iz..................
"- Učiteljice in vzgojiteljice prosijo za kratke (komične) dramske prizore iz vsakdanjega življenja, saj smo v Cicibanu zadnja leta od dramskih besedil objavljali le dramatizirane pravljice.","- Učitelji povprašujejo po kratkih (smešnih) dramskih prizorih iz vsakdanjega življenja, saj je Ciciban v zadnjih letih objavljal le dramatizirane pravljice."
