original,paraphrase
"KOPER, 27. - Predstavniki piranskega medobčinskega zavoda za varstvo naravne in kulturne dediščine (MZVNKD) so predstavili plakata in zgibanki o podvodnem svetu Rta Madona v Piranu in o Debelem rtiču v Ankaranu, dveh zaščitenih naravnih spomenikih naše 46,6 kilometra ""dolge"" obale, potem ko so lani že pripravili zloženki o rezervatu Strunjan ter Jezeri v Fiesi. Prihodnja zloženka bo namenjena krajinskemu parku sečoveljskih solin.","KOPER, 27. - Predstavniki Piranskega Medobčinskega zavoda za varstvo naravne in kulturne dediščine (MZVNKD) so predstavili plakate in letake o podvodnem svetu rta Madona v Piranu in o Debelem rtiču v Ankaranu, dveh zaščitenih naravnih spomenikih naše 46,6 km dolge obale, potem ko so že pripravili letake o Strunjanskem rezervatu in jezerih v Fiesi."
"HRPELJE-KOZINA, 27. - Na temelju zbranih podatkov in pogovorov s posameznimi nosilci področij se bodo občinski možje v kratkem usedli in določili strategijo razvoja kmetijstva, ki bo morala biti pisana na kožo ljudem. V prvi fazi, kot nam je povedal župan Vladislav Krebelj, nameravajo denarno podpreti dosedanji razvoj. To pomeni posebej ugoden sistem kreditiranja, kjer naj bi bila obrestna mera TOM plus 3,5 odstotka, rok odplačevanja pa pet let. Krediti naj bi bili namenjeni kmetom pa tudi podjetnikom.","HRPELJE-KOZINA, 27. - Na podlagi zbranih podatkov in pogovorov s posameznimi regionalnimi voditelji se bodo občinski možje kmalu usedli in opredelili strategijo za razvoj kmetijstva, ki bo morala biti prilagojena ljudem. v prvi fazi nameravajo, kot nam je povedal župan Vladislav Krebelj, podpreti dosedanji razvoj. to pomeni posebno ugoden sistem kreditov, kjer naj bi bila obrestna mera TOM plus 3,5 odstotka, rok odplačevanja pa naj bi bil pet let."
"Ob opuščanju poljedelstva in živinoreje pa se sadjarstvu (v občini je zdaj še 50 hektarov ekstenzivnih nasadov sliv, jablan, hrušk in češenj) ponujajo nove možnosti za nadaljnji razvoj. Razvojni koncept sadjarstva prerašča meje posamezne občine na tem območju, zato razmišljajo o skupnem večjem nastopu na trgu (občine, ki so nastale iz bivše sežanske, in Ilirska Bistrica). S skupnimi močmi bi tudi veliko lažje kupili prepotrebno hladilnico. Nekateri menijo, da bi jih bilo dobro organizirati v medobčinsko zadrugo.","Z opuščanjem kmetijstva in živinoreje pa sadjarstvo (v občini je zdaj 50 hektarjev obsežnih nasadov sliv, jablan, hrušk in češenj) ponuja nove možnosti za nadaljnji razvoj. Koncept sadjarstva sega tudi izven meja vsake občine na tem območju, zato razmišljajo o večji skupni tržni prisotnosti (občine, ki so nastale iz nekdanje sežanske regije, in Ilirska Bistrica)."
Neprecenljiva pomoč Phara,S pomočjo Phare
Od leta 1994 do 1999 je (bo) Slovenija dobila 100 milijonov ekujev pomoči,Slovenija je v obdobju 1994-1999 prejela (bo prejela) 100 milijonov ekujev pomoči
in sneg pripravljeni,Sneg je pripravljen
"KRANJ, 27. - Da je na Gorenjskem doma podjetnost, je znano, razcvet podjetništva pa je prinesel dobre in včasih tudi slabe strani. Med prve zagotovo sodita zakonca Volčič, ki sta za svoje podjetje Ekospekter dobila mednarodno potrdilo o kakovosti ISO9002! ""Začela sva tako, da sta nama znanca ponudila, naj prevzameva čiščenje v enem od kranjskih podjetij. To je bil takrat, pred petimi leti, izziv. Danes je pri nas zaposleno 65 ljudi, začela pa je v bistvu žena in napredek od metle do današnje ponudbe storitev je očiten,"" je dejal Tone Volčič.","KRANJ, 27. - Podjetništvo na Gorenjskem je dobro poznano, razmah podjetništva pa je prinesel dobre in včasih tudi slabe strani. Med prvimi sta zagotovo zakonca Volčič, ki sta za svoje podjetje Ekospekter prejela mednarodni certifikat kakovosti ISO9002. ""Začeli smo s ponudbo znancem, da prevzamemo čiščenje v enem od kranjskih podjetij. Takrat, pred petimi leti, je bil izziv. Danes zaposlujemo 65 ljudi, vendar je žena in napredek od metle do današnje ponudbe storitev očiten "", je povedal Tone Volčič."
"KOČEVJE - Kočevska je zaraščena z gozdnimi površinami, zato so pred leti v mestu ob Rinži predstavili načrte za postopno uvajanje lesne biomase pri ogrevanju v velikih naseljih in stanovanjih. Podatek, da tisoč litrov kurilnega olja nadomesti pet kubičnih metrov lesene biomase, predelane iz lesenih ostankov in odpadkov, ki neizrabljeni ostanejo v naravi, bo zagotovo omehčala trde zagovornike ogrevanja na tekoč goriva. Kljub veliki poraščenosti v Sloveniji izrabimo le pet odstotkov biomase, v Kočevju pa prav biomasa zadovoljuje vse potrebe pri ogrevanju. Občina je že navezala stike z nekaterimi avstrijskimi podjetji, ki se ukvarjajo s prehodom ogrevanja na lesno biomaso. Tudi sodelovanje v okviru programa Phare bo prispevalo k hitrejšemu premiku. Za uvajanje zelo zahtevnega tehnološkega postopka potrebujejo strokovno in denarno pomoč tudi od države. Zeleni Kočevja podpirajo ustanovitev energetske komisije pri občinskem svetu in društva za biomaso. (mgl)","KOČEVJE - Kočevska je poraščena z gozdnimi površinami, zato so pred nekaj leti v mestu Rinža predstavili načrte za postopno uvajanje lesne biomase v ogrevanje velikih naselij in stanovanj. Dejstvo, da tisoč litrov kurilnega olja nadomesti pet kubičnih metrov lesne biomase, predelane iz lesnih ostankov in odpadkov, ki ostanejo neizkoriščeni v naravi, bo gotovo zmehčalo trde zagovornike ogrevanja s tekočimi gorivi. Kljub visoki gostoti telesa v Sloveniji porabimo le pet odstotkov biomase, v Kočevju pa biomasa zadovoljuje vse potrebe po ogrevanju. Občina ima že vzpostavljene stike z nekaterimi avstrijskimi podjetji, ki se ukvarjajo s prehodom ogrevanja na lesno biomaso. Sodelovanje v okviru programa Phare bo prispevalo tudi k hitrejšemu premiku. Za uvedbo zelo zahtevnega energetskega procesa potrebujejo tudi finančno pomoč strokovnjakov in občin."
"V predbožičnem času bo v nedeljo, 14. decembra, ob 14. uri na POP TV posnetek humanitarnega koncerta Slovenskega odbora UNICEF za pomoč otrokom, žrtvam aidsa.","V času priprav na božič, v nedeljo, 14. decembra, ob 14. uri, bo na POP TV posnetek humanitarnega koncerta UNICEF-ovega odbora za otroke, Žrtve aidsa."
"Če nočete zamuditi novega leta, glejte POP TV! Na Silvestrovo bo zvezda večera Saša Einsiedler Štrumbelj, ki bo še z drugimi voditelji in osebnostmi POP TV zabavala in presenečala gledalce ves večer zadnjega dne tega leta.","Če ne želite zamuditi novega leta, si oglejte POP TV na silvestrovo, zvezda večera Saša Einsiedler Štrumbelj pa bo gledalce zabavala in presenetila z drugimi voditelji in osebnostmi POP TV vso noč zadnjega dne v tem letu."
