original,paraphrase
"O zvoku zadnje izdaje večkrat nagrajene ameriške plesne naveze največ pove podatek, da na njej gostujejo Wes Borland (nekdaj Limp Bizkit), Milla Jovovich, Lisa Kekaula in Rahzel. Težkoproračunski elektronski projekt z veliko kitarami, ki deluje kot Oakenfoldovi filmski izleti (Ubijte Carterja, Operacija: Mečarica, Podli fantje 2), bi moral biti všeč ljubiteljem industrijskega zvoka, izjemnih hitov za evropske klube pa na njem ni.","O zvoku najnovejše izdaje nagrajene ameriške plesne linije je najpomembnejše dejstvo, da v njej gostuje Wes Borland (nekdanji Limp Bizkit, Milla Jovovich, Lisa Kekaula in Rahzel. Visokoproračunski elektronski projekt z veliko kitarami, ki deluje kot Oakenfoldovi filmski izleti) Kill Carter, Operacija Swordfish, Bad Boys 2, bi moral biti všeč ljubiteljem industrijskega zvoka, vendar za evropske klube ni izjemnih hitov."
"MOTLEY CRUE: Red, White & Crue (2 CD-ja)","MOTLEY CRUE: Rdeča, Bela in Crue (2) CD"
"Clint Eastwood je filmski spomenik, mogočen kot glave predsednikov, izklesane v kamnu na gori Rushmore. V petdesetih letih kariere je posnel 57 filmov, od tega 25 kot režiser. Dobil je številne nagrade in njegovo premoženje je vredno okrog milijardo dolarjev. Sivolasi velikan (1,94 metra) odločno hodi svojo pot, nikoli ne zbuja pozornosti z muhami. ""Sem preprost človek, ki opravlja svoj poklic,"" pravi. Poklic, ki ga je odkril precej pozno.","Clint Eastwood je filmski spomenik, mogočen kot vodje predsednikov, vklesan v kamen na gori Rushmore. V svojih 50-ih letih je posnel 57 filmov, od tega 25 kot režiser. Dobil je številne nagrade in njegovo premoženje je vredno približno milijardo dolarjev. Sivolasi velikan (1, 94 metra) trdno hodi, nikoli ne pritegne pozornosti z muhami. ""Sem preprost človek, ki opravlja svoj poklic,"" pravi."
"Dva oskarja in mož, s katerim je poročena že dvanajst let: Hilary Swank je pri tridesetih dosegla marsikaj.","Dva oskarja in mož, s katerim je bila poročena dvanajst let: Hilary Swank je dosegla veliko stvari pri tridesetih letih."
2040,2040 -
"Po manjši vlogi v Malih vohunih- 3D smo Elijaha videli v Večnem soncu brezmadežnega uma kot znanstvenika, ki Jimu Carreyju in Kate Winslet izbriše spomin na njuno ljubezen. Letos se bo na filmskih platnih predstavil v priredbi stripa Sin City, ki jo bodo v ZDA začeli predvajati aprila, in v drami Everything is Illuminated, v kateri kot mlad Žid išče žensko, ki je njegovemu staremu očetu med drugo svetovno vojno rešila življenje. Zasebno ima Elijah kot velik ljubitelj glasbe zbirko več tisoč zgoščenk in bi rad imel svojo glasbeno založbo.","Po manjši vlogi v filmu Mali vohuni - 3D so Elijaha videli v filmu Večno sonce brezmadežnega uma kot znanstvenika, ki briše spomine na njuno ljubezen Jima Carreyja in Kate Winslet. Letos se bo na filmskih platnih pojavil v filmski priredbi filma Mesto greha, ki bo v aprilu izšel v Združenih državah Amerike, in v drami Vse je razsvetljeno, v kateri kot mlad Žid išče žensko, ki je zasebno življenje njegovega dedka med drugo svetovno vojno. Elija se bo kot velik ljubitelj glasbe, ima zbirko tisočih zgoščenk in bi rad imel lastno založbo."
… vilinski lokostrelec Legolas,... vilinski lokostrelec Legolas
"Peter Jackson se bo konec leta vrnil na platna z različico klasičnega filma King Kong. Njegov naslednji projekt: The Lovely Bones, priredba knjižne uspešnice Alice Sebold.","Na filmska platna se bo ob koncu leta vrnil Peter Jackson z različico klasičnega filma King Kong. Njegov naslednji projekt: The Lovely Bones, priredba uspešnice Alice Sebold."
"Gledalci bodo hitro začutili, da bachata v Dominikanski republiki ni le glasbena zvrst, temveč način življenja. Večina izvajalcev, ki je zaslovela, prihaja iz najrevnejših slojev. Antony Santos je leta 1991 zaslovel s hitom Voy Pa'lla (Odhajam tja), o katerem mi je dejal: ""Skladbo, ki mi je prinesla največji uspeh v karieri, sem na prvo ploščo La Chupadera uvrstil, da bi zapolnil preostali prostor. Niti mislil si nisem, da me bo izkopala iz revščine."" Santos kljub bogastvu še naprej živi skromno. Ponudil nam je preprosto hrano: riž in kozličkovo meso, kar je najbolj razširjena jed v tem delu države. V sicer mogočni hiši še vedno nima tekoče vode, čeprav so pred vhodom parkirani luksuzni avtomobili. Eden od njih ima registrsko tablico OFICIAL, saj je Santos med predsedniško volilno kampanjo svoje največje uspešnice predelal tako, da so pele slavo kandidatu Hipolitu Mejiji. Ko je ta res postal predsednik države, je bachateru nemudoma podelil status osebnega svetovalca za kulturo in mu dodelil policijsko spremstvo.","Gledalci bodo hitro začutili, da bachata v Dominikanski republiki ni samo glasbeni žanr, ampak način življenja. Večina izvajalcev, ki so postali slavni, prihaja iz najrevnejših razredov. Antony Santos je zaslovel leta 1991 s hitom Voy Palla (I 'm going there), o katerem mi je povedal: ""Nadel sem prvo ploščo La Chupadero, da bi zapolnil preostali del prostora. Nisem vedel, da bi me izkopal iz revščine. ""Santos še naprej živi skromno kljub bogastvu. Ponudil nam je preprosto hrano riž in kozje meso, najbolj pogosta jed v tem delu države. Čeprav so luksuzni avtomobili parkirani zunaj, Santos še vedno ni tekoče vode v sicer impozantni hiši. Eden od njih je imel licenco OFICIAL: Santos je v času svojega predsedniškega mandata za pevca v Hippoly Bachu takoj podelil status spremljevalca za osebno kulturo države."
"Vloga Vere Drake v istoimenskem filmu, ženske, ki v petdesetih letih minulega stoletja opravlja nezakonite splave, je popolnoma spremenila življenja 49-letne Britanke Imelde Stauton, ker je bila doslej predvsem gledališka igralka. Po Benetkah, kjer je film zmagal in je Imelda dobila pokal volpi za najboljšo igralko, je bila nominirana še za zlati globus in oskarja. Znašla se je v središču pozornosti, novinarji so jo obletavali z vseh strani. Letala je z ene slovesnosti na drugo. Komaj je dobro pojedla kosilo za nominirance za oskarja, že se je morala vrniti v London, kjer je bila podelitev britanskih mask BAFTA tudi to nagrado je simpatična igralka dobila. Avditorij jo je sprejel z ovacijami. ""Najlepša hvala,"" se je zahvaljevala. ""Tako sem prestrašena, tako hvaležna in tako zadovoljna, da je uspeh filma Vera Drake pospešil prodajo lasnih mrežic in igel,"" se je malo pošalila nagrajenka, ki jo je čakala še podelitev oskarjev. Ni je skrbelo, ali bo kipec dobila ali ne, temveč ali bo triurno prireditev preživela brez hrane. Obljubila je, da si bo v torbico za hudo uro spravila nekaj piškotov in domačih kolačev.","Vloga Vere Drake v istoimenskem filmu, ženske, ki je v petdesetih letih prejšnjega stoletja izvajala nezakonite splave, je popolnoma spremenila življenje 49-letne britanske igralke Imelde Stauton, saj je bila večinoma gledališka igralka. Po Benetkah, kjer je film zmagal in Imelda osvojila Volpijev pokal za najboljšo igralko, je bila nominirana tudi za zlati globus in oskarja. Znašla se je v soju žarometov, novinarji so jo preplavili z vseh strani. Komaj je pojedla kosilo za oskarjeve nominirance, se je morala vrniti v London, kjer je bila nagrada za britansko masko BAFTA podeljena tudi ljubki. V avditoriju so jo sprejeli z ovacijami. ""Najlepša hvala,"" se je zahvalila. ""Tako prestrašena sem, tako hvaležna in tako vesela, da je uspeh filma Vera Drake pospešil prodajo mrežic za lase in igel."" malo se je pošalila o zmagovalki, ki je čakala na oskarje. Ni je skrbelo, ali bo kipec zmagal ali ne, toda ali bo triurni dogodek preživela brez hrane. Obljubila je, da bo v torbico za dobro uro pospravila nekaj piškotov in domačih tort."
