original,paraphrase
13,13 od njih
Nekateri pojavi in problemi dvojezičnosti v antičnem Rimu,Nekateri pojavi in problemi dvojezičnosti v starem Rimu
Dve kinetični komponenti eksocitoze - sekvenčna eksocitozna pot ali dve paralelni poti?,Dve kinetični komponenti eksocitoze - zaporedna pot eksocitoze ali dve vzporedni poti?
"»Pri HC, kjer je največje tveganje 1 proti 30.000, lahko s PCR tehniko dosežemo za 90 odstotkov boljše rezultate. V Sloveniji bi letno na 100.000 krvodajalcev po sedanji oceni in uporabi klasičnih testov lahko prenesli nekaj okužb. Z uvedbo testov PCR predvidevamo, da bomo zmanjšali tveganje na eno okužbo v nekaj letih. Testiranje je že uvedeno v evropskih državah, kjer je tudi zakonsko predpisano kot obvezno. Z uvajanjem testov na molekularni ravni bomo zanesljivo preprečili nekaj možnih okužb. Današnja visoka cena testa narekuje racionalno uporabo le ob testiranju več vzorcev hkrati, s čimer pa nekoliko zmanjšamo visoko občutljivost, vendar tudi ceno. Pri okužbi s HIV bi en prenos okužbe s krvjo in krvnimi pripravki na nekaj deset let lahko zmanjšali, vendar so prenosi okužbe s krvjo tako redki v primerjavi z drugimi načini okužbe, da je uvajanje občutljivejših metod testiranja krvi vprašljivo. Verjetno bo hkratno ugotavljanje več kazalcev okužb z molekularno PCR tehniko kmalu uvedeno v vsakdanjo prakso.«","""V primeru HC, kjer je največje tveganje 1 na 30.000, lahko metoda PCR doseže za 90 odstotkov boljše rezultate. V Sloveniji, glede na trenutno oceno in uporabo konvencionalnih testov, bi se lahko nekatere okužbe prenašale letno. Z uvedbo testov PCR napovedujemo, da bomo v nekaj letih zmanjšali tveganje za eno okužbo. Testiranje je že v veljavi v evropskih državah, kjer je tudi zakonsko predpisano kot obvezno. Z uvedbo testov molekularne ravni bomo zanesljivo preprečili nekatere možne okužbe. Današnja visoka cena narekuje racionalno uporabo testiranja več vzorcev hkrati, s čimer se zmanjša visoka občutljivost testa, pa tudi cena. Pri okužbi s HIV, en prenos krvnih pripravkov in pripravkov krvi vsakih nekaj desetletij, bi se lahko prenos okužbe krvi zmanjšal, vendar je v primerjavi z drugimi občutljivimi metodami testiranja krvi tako redek, da bo uvedba metod testiranja krvi kmalu vprašljiva."
Finančna presoja,Finančna ocena
"»V Zahodni Evropi smatrajo, da lahko prenesejo HIV s krvjo v 1 od milijon odmerkov krvi. Pri nas glede na pojavnost in število okuženih posameznikov predvidevamo možen prenos na nekaj milijonov odmerkov ali napovedno verjetni prenos okužbe s HIV v 30 do 50 letih. V državah, kjer je pojavnost HIV večja, je tudi tveganje večje. Tudi v našem okolju se lahko spremeni za sedaj ugodna epidemiološka situacija in se bomo v tem primeru približali evropski stopnji tveganja, možnemu prenosu HIV enkrat na 10 let.«","""V zahodni Evropi se domneva, da so sposobni prenesti HIV s krvjo v 1 v 1 milijon odmerkih. Na podlagi pojavnosti in števila okuženih posameznikov, napovedujemo možen prenos v nekaj milijonih odmerkov ali verjeten napovedni prenos okužbe s HIV v 30 do 50 let. V državah, kjer je incidenca HIV je višja, tveganje je tudi višja. Tudi v našem okolju se lahko epidemiološke razmere za zdaj spremenijo, in v tem primeru se bomo približali evropski ravni tveganja, možen prenos HIV enkrat na 10"
"sekarkor pa ima«, dodaja, »model pridobivanja krvodajalcev, ki temelji na solidarnosti, številne prednosti pred pristopom, ki zagovarja preskrbo s krvjo na trgu. V Sloveniji smo še vedno v prehodu od množičnega k individualnemu krvodajalstvu, kar pa mora poleg osebnega pristopa v motiviranju in vabljenju krvodajalk in krvodajalcev obsegati tudi zdravstveno osveščenost prebivalstva.","Sekarkor ima, ""dodaja"" model pridobivanja krvodajalcev, ki temelji na solidarnosti, veliko prednosti pred pristopom, ki zagovarja dobavo krvi na trgu. V Sloveniji smo še vedno na prehodu iz množičnega v individualno krvodajalstvo, ki mora poleg osebnega pristopa pri motiviranju in vabljenju krvodajalcev vključevati tudi zdravstveno osveščenost prebivalstva."
D. B.,"D. B.,"
"Pozimi in ob hladnih dneh je v Murski Soboti tudi navzven mogoče videti, kako neracionalno se izrablja termalna voda iz dveh soboških vrtin. Iz kanalizacijskih jaškov, v katere izpuščajo termalno vodo po uporabi v sistemih ogrevanja v Mojstrski, Vrtni in Kocljevi ulici, se zaradi še vedno precej tople vode dviguje para in odnaša dragoceno energijo dobesedno v zrak.","V zimskem času in v mrzlih dneh v Murski Soboti je mogoče videti tudi, kako se iz dveh sobotnih vrtin iracionalno porablja termalna voda. Iz kanalizacijskih jaškov, v katere se po uporabi v ogrevalnih sistemih v Mojstrski, Vrtni in Kocljevi ulici odvaja termalna voda, še vedno precej topla voda dviga paro in dragoceno energijo dobesedno jemlje v zrak."
bi bilo treba razveljaviti in ponoviti,treba razveljaviti in ponoviti
"V svoji izjavi ste poudarili, da ste se med vsemi raziskovalnimi zavodi vi znašli v še posebej težkem položaju. Zakaj menite tako?","V svoji izjavi ste poudarili, da ste se od vseh raziskovalnih inštitutov znašli v posebej težkem položaju."
