original,paraphrase
Poljaki ljubijo košarkarske spektakle,Navijači imajo radi košarko.
"Skoki: Helios 28 (16+12) - Zalokar 10, R. Trifunovič 4, Laškevič 4; Kraški z. 18 (14+4) - D. Petrović 4, Čurguz 3, Smojver 3.",": Skoki Helios 28 (16 + 12) - Zalokar 10, R. Trifunovič 4, Laško 4; Kraški z. 18 (14 + 4) - D. Petrović 4, Čurguz 3, Smojver 3."
"Športna dvorana, gledalcev 600, sodnika Rems in Zaletelj (oba Lj).","športna dvorana, 600 gledalcev, sodnika Rems in Zaletelj (oba Lj)."
"ADD Ilirija: Cimeša 2 (0:2), Pezdirec 6 (0:2), Slak 4 (1:2), Oberč 8 (2:2), Štubler 19 (5:6), Škof 8 (2:4), Klepec 2, Žerjal 4 (0:2).",": ADD Ilirija Cimeša 2 (0: 2), Pezidrec 6 (0: 2), Slak 4 (1: 2), Oberč 8 (2: 2), Štubler 19 (5: 6), Škof 8 (2: 4), Klepec 2, Žerjal 4 (0) 2) 2."
"Raztrgana igra, katastrofalen met, ogromno število napak, toda veliko ritma in borbenosti so značilnosti derbija uvodnega kola državnega prvenstva. Sicer pa so tekmo bolje začele Mariborčanke in povedle s 6:0. Domače, ki so nastopile brez poškodovane Alenke Podrekar, so prvič zadele šele v 5. minuti, kasneje pa s serijo 11:0 prevzele pobudo. V drugem polčasu so še povečale prednost (32:20). Toda to še ni bilo dovolj za končno zmago. Štajerke so jim vrnile z enako mero in v 32. minuti drugič povedle. Nato sta se ekipi menjavali v vodstvu, v končnici pa so bile domače igralke bolj zbrane. G. B.","Raztrgana igra, katastrofalen met, ogromno število napak, a veliko ritma in borbenosti so značilnosti derbija uvodnega kroga državnega prvenstva. Sicer pa so Mariborčanke tekmo bolje začele in tekmo povedle s 6: 0. Domače ženske, ki so nastopile brez poškodovane Alenke Podrekar, so najprej v petih minutah dosegle zadetek, kasneje pa še v nizu 11:0. V drugem polčasu so prevzele vodstvo (32: 20). A to ni bilo dovolj za končno zmago. Štajerke so se jim vrnile z enako mero in v 32 minutah prevzele drugo vodstvo. Nato sta se ekipi zamenjali v vodstvu, v domači končnici pa so bili igralci bolj osredotočeni G."
Pomurje Skiny : Odeja Marmor 68:62 (31:32),Pomurska odeja: Marmor 68: 62: (31: 32)
"Boris Zrinski, trener Savinjskih Hopsov: »Zrečani me v Koraćevem pokalu proti Interju niso razočarali in proti nam bi skoraj potrdili oceno, da so doma sposobni presenetiti marsikatero ekipo. Oslabljeni smo dolgo lovili njihovo prednost in ko nam je uspelo, smo zanesljivo dosegli sicer težko zmago.« Željko Zule","Boris Zrinski, trener Savinjskih Hopsov: ""Nad Zrečani v Koraćevem pokalu nisem bil razočaran in skoraj smo potrdili oceno, da so sposobni doma presenetiti marsikatero ekipo. Bili smo šibki že dolgo v lovu za njihovimi prednostmi in ko nam je uspelo, smo zanesljivo dosegli tudi sicer težko zmago."" Željko Zule"
Začetek ženskega EP,Evropski parlament za ženske
"Bratislava - Na mednarodnem rokoborskem turnirju v prostem slogu za ml. in st. pionirje ter deklice je nastopilo 155 rokoborcev iz Avstrije, Poljske, Madžarske, Češke, Nemčije, Slovaške in Slovenije. Naše barve so zastopali tekmovalci ljutomerskega Mlekoprometa. Najbolj se je izkazal Niko Horvat (do 37 kg) z 2. mestom. Sašo Mlinarič (do 31 kg) je bil peti, Mihaela Čirič (do 37 kg) in Mitja Sedmak (do 76 kg) pa sta bila šesta. N. Š.","Bratislava - Na mednarodnem wrestling turnirju v freestyleu za mlade in st. pionirje in dekleta je nastopilo 155 rokoborcev iz Avstrije, Poljske, Madžarske, Češke, Nemčije, Slovaške in Slovenije. Niko Horvat (do 37 kg) je zasedel 2. mesto, Sašo Mlinarič (do 31 kg) je bil peti, Mihaela Čirič (do 37 kg) in Mitja Sedmak (do 76 kg) pa šesti."
"Ljubljana - Ob odsotnosti večkratnega zmagovalca Martina Ladana je v disciplini »street« letošnjega Converse roll' skate fun toura pred Intersparom na Viču največ pokazal Blaž Grgič, član domačega društva Vitra. V disciplini »rampa« pa sta brata Beltram uprizorila pravi show, še zlasti mlajši Daniel, katerega skoki z rampe so bili pravi poleti. V seštevku obeh disciplin za Zlati roler Hervisa je pri članih zmagal Emil Košir, pri mladincih pa Jernej Keršmanc. Rezultati, street, člani: 1. Grgič, 2. Karner, 3. Košir; članice: 1. Štricelj, 2. Verbič, 3. Holjevac; mladinci: 1. Keršmanc, 2. Kikelj, 3. Jarc; rampa, člani: 1. D. Beltram, 2. S. Beltram, 3. Košir; mladinci: 1. Keršmanc, 2. Kikelj, 3. Zidar. J. G.","Ljubljana - V odsotnosti zmagovalca Martina Ladana se je Blaž Grgič, član domačega društva Vitra, najbolj izkazal v ""ulični"" disciplini letošnje Converse roll 's skate fun tour pred Intersparjem in Vičem. V disciplini ""Rampa"" sta brata Beltram uprizorila pravo predstavo, še posebej mlajši Daniel, čigar rampasti skoki so bili poleti pravi. V seštevku obeh disciplin za Golden Roller Hervisa so zmagali člani: Emil Košir, v mladinski kategoriji Jernej Keršmanc., pa člani ulice. 1. Grgič, 2. Karner, 3. Košir člani 1."
