original,paraphrase
Dlančniki,Slušalke in slušalke
"Če bi si radi omislili povsem samosvojo Motorolo V600 in naglavni set Bluetooth HS810, vam damo namig o Američanki posebne sorte. V600 je odeta kar v draguljčke Swarowski, ki mobilnik in slušalko naredijo izredno elegantno. In če hočete biti popolnoma ""in"", si kupite še Citroëovega C3 D&G, ki je prav tako okrašen s kristalčki Swarowski.","Če iščete edinstven Motorola V600 in Bluetooth HS810 slušalke, vam bomo dali namig ameriške ženske posebne sorte. V600 je zavit v dragulj Swarowskega, zaradi česar je mobilni telefon in slušalke izjemno eleganten. In če želite biti popolnoma ""in "", lahko kupite tudi kristale Citroën C3 D & G, ki je prav tako okrašen s Swarowskim."
Sesalniki,Sesalniki za prah
Tipkate lahko do onemoglosti,"Lahko tipkate, dokler ni prazno."
"Ločljivost pa ni vse, tu je še senzor, ki je v mobilnikih povečini v CMOS-tehniki, ki je najcenejša in zasede manj prostora od recimo boljšega CCD-senzorja, ki porabi tudi več energije. Slednja pa je pri mobilnikih za marsikoga zelo pomembna, čeprav so CCD-leče denimo boljše tudi pri fotografiranju v šibkejši svetlobi.","Ločljivost ni vse, in senzor, ki se večinoma nahaja v mobilnih telefonih v tehnologiji CMOS, je najcenejši in zavzema manj prostora kot, na primer, boljši senzor CCD, ki prav tako porabi več energije, kar je zelo pomembno za mnoge ljudi v mobilnih telefonih, čeprav so CCD leče boljše pri fotografiranju pri nižji svetlobi, na primer."
"Prave razlike v kakovosti so opazne šele, ko fotografijo spravite na papir. Posneto fotografijo prikazujemo v štirih različnih ločljivostih. Že bežen pogled vam bo povedal, katera ločljivost je najboljša in od katere lahko na papirju tudi kaj pričakujete: edina, ki poteši detajlov željni pogled in dobre ostrine, je ločljivost milijona točk (čisto desno), povsem neprimerna za tisk pa je ločljivost QQVGA (120 x 160 točk). Tudi pri polovični ločljivosti VGA, torej 240 x 320 točk, ni veselja do ogledovanja, medtem ko ločljivost VGA že ponazori kak detajl. ","Realne razlike v kakovosti so opazne le, če fotografijo položimo na papir. Posneto fotografijo prikažemo v štirih različnih ločljivostih. Hiter pogled vam bo povedal, katera ločljivost je najboljša in od katere lahko pričakujete nekaj na papirju: edina, ki zadovolji detajl želenega pogleda in dobro ostrino, je ločljivost milijona slikovnih pik (prav), popolnoma neprimerna za tiskanje pa je ločljivost QQVGA (120 x 160 točk). Tudi s polovično ločljivostjo VGA, tj. 240 x 320 točk, ni treba gledati podrobnosti, medtem ko resolucija VGA že ponazarja nekaj užitka."
Bluetooth je le za slušalkeDobro 408 točkDobro 389 točkZadovoljivo 347 točk,Bluetooth je samo za slušalkedobrih 408 točkdobrih 389 točkZadostnih 347 točk
Dobri in cenovno dosegljivi,Dobra in dostopna cena
"Stran neuradno prvega slovenskega rally dirkača, ki je sicer na začasnem delu v tujini. Da ne boste zamudili nastopa Andreja Jereba in njegove rumene lepotice na kateri od slovenskih dirkaških prireditev, si poglejte urnik njegovih nastopov. Kot doma boste tudi, če vas bo zanimalo še kaj več o hitrem Primorcu. Tudi če bi radi izvedeli, kako spet zmaguje v Srbiji in Črni gori. ","Da ne boste zamudili nastopa Andreja Jereba in njegovega rumenega lepotca na eni izmed slovenskih dirk, si oglejte urnik njegovih nastopov. Prav tako se boste počutili kot doma, če boste želeli izvedeti več o hitrem Primorecu. Tudi če želite izvedeti, kako spet zmaguje v Srbiji in Črni gori."
www.a-jereb.si/racing.htm,www.a-jereb.si / racing.htm
