original,paraphrase
Odgovornost za krvavi napad je prevzela Islamska sveta vojna,Odgovornost za krvavi napad je prevzela islamska svetovna vojna.
Vlada še vedno drži dirigentsko palico,Vlada še vedno drži v rokah Dirigentovo palico
Uredništvo,Uredniški odbor
"Na avstrijski sklad je bilo doslej oddanih 1500 odškodninskih vlog slovenskih upravičencev. Glede na to da avstrijski spravni sklad intenzivno dela tudi v času dopustov in da je že začel obravnavati tudi vloge slovenskih upravičencev, lahko ti predvidoma v naslednjih mesecih pričakujejo izplačilo odškodnin. Kot je znano, je avstrijski sklad v začetku avgusta že izplačal prve odškodnine nekaterim upravičencem nekdanjim suženjskim in prisilnim delavcem. O tem, ali je med njimi tudi kakšen iz Slovenije, še ni na voljo uradnega podatka.","Do sedaj je zahtevke za odškodnino pri avstrijskem skrbniškem skladu vložilo 1.500 slovenskih upravičencev. Glede na to, da avstrijski sklad za spravo tudi med prazniki intenzivno deluje in je že začel obravnavati vloge slovenskih upravičencev, lahko pričakujejo, da bodo odškodnine izplačane v naslednjih mesecih. Kot je znano, je Avstrijski sklad že v začetku avgusta izplačal prva izplačila nekaterim upravičencem nekdanjega suženjskega in prisilnega dela. O tem, ali je eden od njih iz Slovenije, še ni uradnih podatkov."
"To je projekt, ki je zapisan v koalicijski pogodbi. Gre za nacionalni projekt, ki ga Slovenija potrebuje. Strinjam pa se z vami, da v gradivu, ki ga je sprejela vlada, ni odgovorov na številna vprašanja, ki jih odpira uvedba pokrajin. Da ni odgovorov, je bila zavestna odločitev, saj če bi v dokumentu, ki ga je sprejela vlada, že določili odgovore na nekatera vprašanja, o katerih so mnenja različna (na primer koliko in katere pokrajine itd.), bi se zapletli že na samem začetku. Vlada nas je zavezala, da v sodelovanju z ministrstvi pripravimo pregled tistih državnih pristojnosti, ki naj bi jih prenesli na pokrajine, in model njihovega financiranja. To nikakor ne pomeni, da mora biti to povsem nov proračunski strošek. Na koncu bi morala biti uprava skupaj s pokrajinami učinkovitejša, racionalnejša in prijaznejša za ljudi.","Gre za nacionalni projekt, ki ga Slovenija potrebuje. Vendar pa se strinjam z vami, da gradivo, ki ga je sprejela vlada, ne daje odgovorov na številna vprašanja, ki so se pojavila ob uvedbi pokrajin. Pomanjkanje odgovorov je bila zavestna odločitev, saj če bi dokument, ki ga je sprejela vlada, že podal odgovore na nekatera vprašanja, o katerih so mnenja različna (na primer, koliko in katere pokrajine, itd., bi se zapletlo že na samem začetku. Vlada se je zavezala, da bo v sodelovanju z ministrstvi pripravila pregled tistih državnih pristojnosti, ki bi jih bilo treba prenesti na pokrajine, in model njihovega financiranja. To ne pomeni, da mora biti to povsem nov proračunski strošek.) Na koncu bi morala biti uprava učinkovitejša, skupaj s pokrajinami, za ljudi in racionalne ljudi."
"Žal je res, kar pravite. Vendar to ni edino področje, na katerem pravna država ne deluje. Tudi na področju cestnoprometnih prekrškov se marsikaj ne izvaja. To moramo spremeniti, vendar so potrebne zakonske spremembe (na primer zakon o prekrških) in sprejetje praktičnih ukrepov, s katerimi naj bi odpravili ozka grla, pospešili upravne postopke. Cilj reforme javne uprave je tudi, da država deluje kot svobodna, demokratična in prijazna ter da nima teh temnih lis, ko je v zakonu zapisano eno, izvršni organi delajo drugo, življenje pa stvari obrne po svoje. To ni dobro.","Vendar pa to ni edino področje, na katerem pravna država ne deluje. Tudi na področju cestnoprometnih prekrškov se veliko stvari ne izvaja. To moramo spremeniti, vendar so potrebne pravne spremembe (na primer, zakon o prekrških) in sprejetje praktičnih ukrepov za odpravo ozkih grl in pospešitev upravnih postopkov. Cilj reforme javne uprave je tudi, da država deluje kot svobodna, demokratična in prijazna. In da nima teh temnih točk, ko zakon določa eno, izvršilni organi naredijo drugo življenje, in se obrne"
"Nimamo nobenega pooblastila finančnega ministrstva, da si z uveljavitvijo novega sistema lahko privoščimo povečanje stroškov javnega sektorja. Slovenija mora na dolgi rok celo znižati ta strošek. Znižuje se lahko na dva načina. Eden je zelo nepriljubljen in redko uspe, to je znižanje ravni plač. Ne verjamem, da bi v Sloveniji morali kreniti v to smer. Drugi način je zmanjševanje števila zaposlenih v javnem sektorju na različne načine, s privatizacijo dela javnih služb, racionalizacijami, dvigom produktivnosti itd. To je spoznanje, s katerim se bo treba v spopasti v prihodnjih letih.","Nimamo pooblastila Ministrstva za finance, da bi si z uvedbo novega sistema lahko privoščili povečanje stroškov javnega sektorja. Na dolgi rok mora Slovenija te stroške celo zmanjšati. Lahko se zmanjšajo na dva načina: eden je zelo nepriljubljen in redko uspe, to je, da se zniža raven plač. Ne verjamem, da bi v Sloveniji morali iti v to smer. Drugi način je, da na različne načine zmanjšamo število zaposlenih v javnem sektorju, s privatizacijo dela javnih storitev, racionalizacijo, povečanjem produktivnosti itd. To je"
"Po drugi strani zdaj poteka projekt schengenske meje, zaradi katerega naj bi zaposlili kar 2000 novih ljudi, pri čemer se mi zdi, da ne razmišljate o tem, da bo tudi Hrvaška čez nekaj let morda postala članica EU. Kaj bo s temi dodatno zaposlenimi potem, saj jih ne bomo več potrebovali?","Po drugi strani pa je zdaj v teku schengenski mejni projekt, v katerem naj bi bilo zaposlenih kar 2000 novih ljudi, in zdi se mi, da ne mislite, da bi lahko Hrvaška čez nekaj let postala tudi članica EU."
"Dejstvo je, da bomo člani schengenske skupine najprej konec leta 2005 in nič prej. Kot članica EU bomo najmanj do leta 2005 vzdrževali severno in zahodno mejo, sočasno pa bo treba nadzorovati tudi južno mejo. To je veliko poenostavljanje, da je mogoče policiste in carinike z Ljubelja in Karavank enostavno preseliti na Obrežje in v Lendavo. Seveda bo treba pri tem speljati tudi projekte prekvalifikacij, dokvalifikacij, prerazporeditev itd., da se uredi položaj teh ljudi, vendar ne naenkrat, z dekretom. Kadrovske projekcije so pripravljene, opirajo se na izobraževalne programe ter projekcije kadrovskih potreb na enem (severozahodnem) in drugem (jugovzhodnem) delu meje v različni časovni dinamiki od leta 2000 do 2006.","Dejstvo je, da bomo članice schengenske skupine ob koncu leta 2005 in ne prej. Kot članica EU bomo severno in zahodno mejo ohranjali vsaj do leta 2005, hkrati pa bo treba spremljati tudi južno mejo. To je velika poenostavitev, da se lahko policisti in cariniki iz Ljubelja in Karavank brez težav preselijo v Obrežje in Lendavo. Seveda bo treba za ureditev položaja teh ljudi izvesti tudi projekte preusposabljanja, doktorske kvalifikacije, prerazporeditve itd., vendar ne vse naenkrat, z odlokom. Kadrovske projekcije so pripravljene na podlagi izobraževalnih programov in projekcij kadrovskih potreb na enem (severozahod) in drugem (vzhodni del meje)."
Zaradi poginulih rib že nekaj dni neznosno smrdi v Modriču pri Laškem,Mrtve ribe v Modriču pri Laškem že nekaj dni neznosno smrdijo
