original,paraphrase
"Vakumska cisterna za gnojevko, sestavljena iz dveh sodov, ki jih lahko uporabljamo ločeno ali v tandemu. Vsak plastični sod ima prostornino 5000 l. Zahvaljujoč posebnemu priklopu na okviru lahko oba soda povežemo v eno cisterno s tandem podvozjem. Pri tem je prednja os fiksna, druga pa samovodljiva, vendar jo lahko pri vzratni vožnji blokiramo. Cisterna je opremljena še z elektronsko regulacijo, ki ob upoštevanju agronomskih, talnih lastnosti in rastlinskih potreb skrbi za optimalno doziranje gnojevke. ","Vakuumski rezervoar za gnojevko, sestavljen iz dveh sodov, ki se lahko uporabljata ločeno ali v tandemu. Vsak plastični sodček ima prostornino 5000 l. Zaradi posebne povezave na okvirju se lahko oba soda povežeta v en rezervoar s tandemsko šasijo. Sprednja os je fiksna, druga pa samovozna, vendar se lahko blokira pri vožnji v obratni smeri. Rezervoar je opremljen tudi z elektronskim krmiljenjem, ki ob upoštevanju agronomskih značilnosti, lastnosti tal in potreb rastlin zagotavlja optimalno doziranje gnojevke"
"Štirivrstni polavtomatski sadilnik sadik skupaj s šotnim lončkom ali koreninsko grudo prsti. En delavec lahko oskrbuje dve sadilni enoti, zato se močno poveča produktivnost dela oziroma zmanjša potrebno število delavcev pri presajanju.","S polavtomatskim rastlinskim sadilnikom s štirimi vrstami, skupaj s šotnim loncem ali zemljo, lahko en delavec oskrbuje dve sadilni enoti, kar močno poveča produktivnost dela ali zmanjša število potrebnih delavcev za presaditev."
"Tipala v molzni enoti med molžo merijo električno prevodnost mleka ločeno za vsak sesek. Ker se prevodnost mleka pri obolenjih vimena precej spremeni, lahko na ta način že zgodaj prej kot z opazovanjem kliničnih znakov- ugotovimo, da je z vimenom nekaj narobe in ustrezno ukrepamo. Isto tipalo tudi ugotovi konec molže in sproži avtomatsko snemanje molzne enote, kar poceni oziroma poenostavi molžo. ","Senzorji v molzni enoti merijo električno prevodnost mleka ločeno za vsak sesek. Ker se prevodnost mleka bistveno spremeni v primeru bolezni vimena, je mogoče zaznati, da je nekaj narobe z vimenom v zgodnji fazi in ne z opazovanjem kliničnih znakov - isti senzor zazna tudi konec molže in sproži avtomatsko beleženje molzne enote, zaradi česar je mleko poceni ali lažje."
"Medtem ko mora človeški organizem saharozo (trsni sladkor), mlečni sladkor, škrob in glikogen, ki jih dobiva s hrano, pred uporabo najprej razgraditi v osnovne sladkorje, ki se nato naprej presnavljajo, pa pri uživanju medu (fruktoze in glukoze) razgradnje tako rekoč ni, ker je to opravila že čebela s svojimi prebavnimi sokovi. Prebava medu zahteva od organizma manj časa in napora, kar je zlasti pomembno za bolnega človeka in mlajše otroke.","Medtem ko mora človeško telo najprej razgraditi saharozo (sladkor), mlečni sladkor, škrob in glikogen, ki jih dobimo s hrano, preden jih uporabimo, v bazične sladkorje, ki se nato nadalje presnavljajo, pri uživanju medu (fruktoza in glukoza) praktično ni razgradnje, ker je čebela to že naredila s svojimi prebavnimi sokovi. Prebava medu zahteva manj časa in napora s strani organizma, kar je še posebej pomembno za bolne osebe in mlajše otroke."
"Vse vrste vsebujejo tudi kisline: solno, fosforno, ocetno, mlečno, masleno, glukonsko, najbolj zastopani pa sta jabolčna in citronska kislina. Slednji sodelujeta kot vmesni člen presnovnih procesov. Vse izvirajo v večji meri iz čebelje ustne slinavke, le malo iz rastlin. Nastanejo pa lahko tudi pri delovanju encimov na glukozo. Eterična olja dajejo medu značilne arome. Izvirajo iz rastlin in dajejo vsaki vrsti medu določen značaj. ","Vse vrste vsebujejo tudi slane kisline: slane, fosfor, ocetne, mlečne, maslene, glukonske, med katerimi sta najbolj razširjeni jabolčni in citronski kislini, ki sta vključeni v metabolne procese. Vse v veliki meri izvirajo iz čebelinih ust, le malo iz rastlin. Nastanejo lahko tudi z delovanjem encimov na glukozo. Eterična olja dajejo medu značilne arome. Izvirajo iz rastlin in dajejo vsaki vrsti medu določen značaj."
"Pri obolenju sapnika in pljuč je priporočljiv med iglavcev, ki je poln kalcija in drugih rudnin.","Pri boleznih sapnika in pljuč se priporoča med iglavci, ki so polni kalcija in drugih mineralov."
Cvetni prah,Cvetoči prah
"Poznana sta: izkopanec in osmukanec. Slednji se v praksi s pomočjo osmukačev številčneje pridobiva in uporablja. Pri vračanju čebele v panj si te s posebno osmukalno mrežo osmukajo z nog koške cvetnega prahu. Predalčke, kamor cvetni prah pade, je potrebno vsakodnevno prazniti. Čebelarji morajo pri tem paziti na osebno higieno, zlasti rok, in na higieno predmetov, ki pridejo v stik s cvetnim prahom. Zavarovati ga morajo pred insekti ter domačimi živalmi (mačkami, kokošmi, psi...).",": Slednje se v praksi pogosteje pridobiva in uporablja s pomočjo otomana. Čebelarji morajo pri vračanju čebele v panj od vznožja koškega cvetnega prahu orati s posebno osmukalno mrežo. Prostore, kjer cvetni prah pada, je treba dnevno prazniti. Čebelarji morajo skrbeti za osebno higieno, predvsem rok, in higieno predmetov, ki pridejo v stik s cvetnim prahom. Zaščititi ga morajo pred žuželkami in domačimi živalmi (macami, piščanci, psi...)."
1.2.3. Kaj so pesticidi?,1.2.3 Kaj so pesticidi?
"- preventivno zdravljenje gensko pogojenih bolezni,","- preventivno zdravljenje genetsko posredovanih bolezni,"
