original,paraphrase
Šport po svetu,Šport po svetu
Bojan Kavčič,Bojan Kavčič
23,23 od:
46,46 točk od
19,19 od:
37,37 točk od
128,128 in 128
16,16 iz:
8,8 točk od
158,Za 158 točk
23,23 od:
204,204 iz:
"Današnja zaključna preizkušnja 47. novoletne skakalne turneje na 120-metrski napravi v skakalnem centru legendarnega (pokojnega) Seppa-Bubija Bradla, ki bo hkrati generalka za februarsko SP, bo torej predvsem psihološka vojna trojice vodilnih skakalcev različnih značilnosti.","Današnja zadnja preizkušnja 47. novoletne turneje v smučarskih skokih na 120 metrov dolgem skakalnem centru legendarnega () pokojnega Seppa-Bubija Bradla, ki bo hkrati tudi generalka za februarsko SP, bo torej predvsem psihološko bojevanje treh vodilnih skakalcev z različnimi lastnostmi."
"Manj eleganten telemark in vsaj v začetku leta ne povsem v isti ravnini ležeče smuči, sta drobni slabosti, zaradi katerih bi moral Schmitt oba tekmeca v obeh skokih skupaj preskočiti za več kot 7 metrov, kolikor bi bilo sicer dovolj, da bi nadomestil zaostanek za njima (12,3 oz. 11,9 točke). Z odličnim izkoristkom na odkočnem mostu in briljantno tehniko letenja na tako veliki skakalnici njegov cilj nikakor ni neuresničljiv. Ne gre pa v naprej izključiti tudi vsakovrstnih presenečenj.","Manj elegantna telemark in, vsaj v začetku leta, ne v isti ravnini smuči, so majhne pomanjkljivosti, zaradi katerih bi Schmitt moral skočiti dva tekmovalca v obeh skokih skupaj za več kot 7 metrov, saj bi bilo sicer dovolj, da bi nadomestili vrzel za njimi (12,3 ali 11,9 točke). Z odlično učinkovitostjo na štartnem mostu in briljantno tehniko letenja na tako veliki skakalnici, njegov cilj nikakor ni nerealen, vendar vnaprej ni mogoče izključiti kakršnih koli presenečenj"
Na vse ali nič - Martin Schmitt.,Na vse ali nič Martin Schmitt
"Ljubljana - Na finalnem turnirju NLB za leto 1998 je zmagal Leon Mazi 8,5 pred Šifrerjem, Podlesnikom in Mohrom po 6,5 Barletom, Pavasovičem, Šolnom in Črepanom po 6 itd. B. R.","Ljubljana - Leon Mazi je na finalnem turnirju NLB za leto 1998 osvojil 8.5 pred Šifrerjem, Podlesnikom in Mohrom po 6.5 Barletu, Pavasoviču, Šolnu in Črepanu po 6 itd. B. R."
"Ramenskoe - Kljub odsotnosti Bjørna Daehlieja in Thomasa Alsgaarda ni bil pogled na norveški tekaški tabor po včerajšnji tekmi za svetovni pokal nič drugačen kot v preteklih tednih. V tekih v klasičnem slogu na 10 in 15 km sta namreč Bente Martinsen in Espen Bjervig dosegla kar dvojno zmago, popolno zmagoslavje Skandinavcev pa je preprečila le domačinka Kristina Šmigun (3.). Žal je sreča že dan pred nastopom obrnila hrbet edini slovenski tekmovalki Nataši Lačen.","Ramenskoe - Kljub odsotnosti Bjørna Daehlieja in Thomasa Alsgaarda pogled na norveški tekaški tabor po včerajšnji tekmi svetovnega pokala ni bil nič drugačen kot v prejšnjih tednih. V klasičnem teku na 10 in 15 km sta Bente Martinsen in Espen Bjervig dosegla dvojno zmago, popolno zmago skandinavskega naroda pa je preprečila le domačinka Kristina Šmigun (3.). Žal je dan pred nastopom sreča obrnila hrbet edini slovenski tekmovalki Nataši Lachen."
"»Pekočemu občutku v pljučih dan pred tekmo niti nisem posvečala pretirane pozornosti, vendar se je danes dopoldne vse skupaj razvilo v virusno obolenje,« je bila razočarana Lačnova, ki je namesto v smučini dan preživela v postelji, tako da je negotov tudi njen nastop na naslednji tekmi konec tedna v Novem Mestu na Češkem. Tam naj bi nastopili še Matej Soklič, Joško Petkovšek, Vasja Rupnik in Petra Majdič. Andreja Mali se je po odličnih nastopih v šprintu posvetila pripravam na svetovno prvenstvo in se bo z najboljšimi spet srečala šele sredi februarja v Seefeldu.","""Niti nisem posvečal preveč pozornosti pekočemu občutku v pljučih dan pred tekmo, danes zjutraj pa se je vse skupaj spremenilo v virusno bolezen,"" je povedala Lačnova, ki je dan preživela v postelji namesto na smučanju, zato je njen nastop na naslednji dirki konec tedna v Novem mestu na Češkem negotov. Matej Soklič, Joško Petkovšek, Vasja Rupnik in Petra Majdič bodo tam nastopili. Andreja Mali se je po izvrstnih šprinterskih nastopih osredotočila na priprave na svetovni pokal in bo najboljše ponovno srečala šele sredi februarja v Seefeldu."
Holzerja zadržali navijači,Holzer navijači potekala
Šport ekspres,Športni ekspres
Lačnova že med 50,Biti lačen za 50
Kadeti si želijo na EP,Oni si želijo EP.
