original,paraphrase
"Nas pa je tokrat zanimalo, kako in koliko kupujemo. Npr. sladkorja, kave, olja. Prav s tem namenom smo se v trgovini ozirali po takih kupcih, ki so imeli kar polne nakupovalne vozičke, in izbrali smo vse od mladih do tistih že malo starejših.","Tokrat nas je zanimalo, kako in koliko kupujemo. Na primer, sladkor, kava, olje. V ta namen smo si ogledali takšne stranke, ki so imele precej veliko nakupovalnih vozičkov, in izbrali smo vse, od mladih do tistih, ki so že malo starejši."
"149,00","149,00"
"1659,00","1659,00"
100 g,100 g
"329,90","329,90."
"319,90","319,90"
100 g,100 g
13.,trinajst.
"0,5 l","0,5 l"
Vino rdeče Merlot Vipava,Vinsko rdeča merlot Vipava
"433,00","433,00"
"387,30","387,30."
"559,90","559,90"
"558,00","558,00 EUR"
"269,90","269,90."
Čips Kelly classic,Kelly klasični čipi
"8252,00 SIT","8252,00 SIT"
"7475,10 SIT","7475,10 SIT"
"Resnici na ljubo postaja evrovizijsko tekmovanje vedno bolj cirkuški šov s prizvokom družbeno aktualnega lobiranja. Če pa vzamemo pod drobnogled slovenski izbor, potem lahko temu pridamo, da postaja EMA prava nacionalna farsa, ki je enkrat smešna, drugič tragična, vedno pa poskrbi za neskončno medijsko odmevnost s svojimi ""demokratičnimi"" odločitvami. Kot nič novega za našo z majhnostjo in ljubosumjem obremenjeno deželico je bila letošnja izbira slovenske kandidatke za Pesem Evrovizije, pospremljena z različnimi komentarji o okrnjenem glasu ljudstva, pristranski žiriji, zrežiranih dogovorih in še marsičem. A prav izbrana kombinacija glasovanja žirije in ljudstva naj bi po mnenju organizatorjev poskrbela za pravičen izbor oziroma uravnoteženost med kvaliteto in všečnostjo. Ob kopici znanih imen slovenske estrade (in s tem v naprej znanih potencialnih zmagovalcih) in radodarnem razkazovanju golote - predlagam, da bi priredili še izbor najbolj razgaljene izvajalke ali izvajalca, saj petje tako ali tako ni več pomembno! - je zmaga širši publiki manj znanega, a v glasbenih krogih upravičeno priznanega dua v sestavi Diana Lečnik in Simon Gomilšek, svojevrstno presenečenje.","Resnica je, da tekmovanje za pesem Evrovizije postaja vse bolj cirkuška predstava, s katero se prizvoči prizvok družbeno aktualnega lobiranja. Če pobliže pogledamo slovensko selekcijo, lahko rečemo, da EMA postaja prava nacionalna farsa, ki je včasih smešna ali tragična, a s svojimi ""demokratičnimi"" odločitvami vedno znova zagotavlja neskončno medijsko pokritost. Kot nič novega za našo malo in ljubosumno državo so letošnji izbor slovenskega kandidata za tekmovanje za pesem Evrovizije pospremili različni komentarji o okrnjenem glasu ljudstva, pristranski žiriji, uprizorjenih sporazumih in še čem. Toda izbrana kombinacija žirije in ljudstva naj bi po mnenju organizatorjev zagotovila pravičen izbor oziroma ravnovesje med kakovostjo in všečnostjo. Skupaj s kopico znanih imen slovenske estrade (in s tem vnaprej potencialnih zmagovalcev) ter radodarnim prikazom golote predlagam, da organiziramo izbor najbolj razgaljenega izvajalca oziroma performerja, saj petje tako ali tako ni več pomembno - zmaga manj znanih, a v glasbenih krogih, duetu, ki ga sestavljata Diana Lečnik in Simon Gomilšek, je svojevrstno presenečenje."
