original,paraphrase
"Policija je organ v sestavi Ministrstva za notranje zadeve (v nadaljnjem besedilu: ministrstvo), ki opravlja naloge, določene v tem in drugih zakonih in podzakonskih predpisih.","Policija je organ znotraj Ministrstva za notranje zadeve (v nadaljnjem besedilu: Ministrstvo), ki opravlja naloge, določene v tem in drugih zakonih in predpisih."
"- določa razvojne, organizacijske, kadrovske in druge temeljne usmeritve za delo policije;","- določa razvojne, organizacijske, kadrovske in druge osnovne smernice za policijsko delo;"
"- izvajanje nalog, določenih v tem in drugih zakonih in podzakonskih predpisih.","- opravljanje nalog, določenih v tej in drugih zakonih in predpisih."
"- spremlja, analizira in ocenjuje varnostne razmere, ugotavlja stanje na področju izvrševanja policijskih nalog, vodi, usmerja in usklajuje delo policijskih uprav, zagotavlja strokovno in tehnično pomoč, nadzoruje njihovo delo, skrbi za izpopolnjevanje organiziranosti sistema in metod dela, skrbi za delovanje policije v izrednem stanju ali v vojni, skrbi za zakonito izvrševanje predpisov s področja dela policije ter izvaja ukrepe za učinkovito delovanje policije;","spremlja, analizira in ocenjuje varnostne razmere, ugotavlja stanje na področju izvajanja policijskih nalog, vodi, usmerja in usklajuje delo policijskih uprav, zagotavlja strokovno in tehnično pomoč, nadzira njihovo delo, skrbi za izboljšanje organizacije sistema in načinov dela, skrbi za delovanje policije v izrednih razmerah ali v vojni, skrbi za uveljavljanje zakona o zaščiti in zaščiti pri delu policistov,"
"- predlaga in izvaja finančne načrte in predlaga načrte nabav policije, upravlja in skrbi za tekoče vzdrževanje zgradb, naprav in opreme, zagotavlja oskrbo policijskih enot, odloča o reševanju stanovanjskih vprašanj delavcev policije ter opravlja naloge na področju pisarniškega poslovanja;","predlaga in izvaja finančne načrte ter predlaga načrte za javna naročila, upravlja in zagotavlja tekoče vzdrževanje objektov, naprav in opreme, skrbi za oskrbo policijskih enot, odloča o reševanju stanovanjskih vprašanj policijskih delavcev ter opravlja naloge na področju pisarniškega poslovanja;"
- izdaja na prvi stopnji odločbe v zadevah prehajanja čez državno mejo;,- izdaja odločbe na prvi stopnji v primeru prehoda državne meje;
"Policijska postaja je območna organizacijska enota policije, ustanovljena za neposredno opravljanje nalog policije na določenem območju ali za določeno področje dela policijske uprave.","Policijska postaja je regionalna policijska enota, ki je ustanovljena za neposredno opravljanje policijskih nalog na določenem območju ali za določeno območje policijskega organa."
18. člen,člen 18.
"Če vlada oceni, da drugače ni mogoče zavarovati javnega reda, lahko naloži ministru, da z odredbo:","Če vlada meni, da javnega reda ni mogoče drugače varovati, lahko ministru odredi, naj izda odredbo:"
22. člen,člen 22.
"Sredstva, ki so potrebna za uresničevanje pravic iz prejšnjih odstavkov tega člena, zagotovi država.","Sredstva, ki so potrebna za uveljavljanje pravic na podlagi prejšnjih odstavkov tega člena, zagotovi država."
29. člen,člen 29
37. člen,člen 37.
"Policisti lahko vabijo osebo tudi ustno, pri čemer ji morajo sporočiti razlog, zaradi katerega je vabljena in jo opozoriti na možnost prisilne privedbe.","Policisti lahko posameznika povabijo tudi ustno, pri čemer mu pojasnijo razlog za poziv in ga opozorijo na možnost prisilne izročitve."
"Pri izvajanju pooblastil iz tega člena lahko policisti od pristojnega inšpekcijskega organa zahtevajo, da opravi inšpekcijsko nadzorstvo.","Pri izvajanju pooblastil, omenjenih v tem členu, lahko policisti zaprosijo pristojni inšpekcijski organ, da opravi inšpekcijski nadzor."
45. člen,člen 45.
"Če obstajajo razlogi za sum, da je oseba izvršila kaznivo dejanje, ki se preganja po uradni dolžnosti, ga izvršuje ali ga pripravlja oziroma organizira njegovo izvršitev in policisti tega dejanja ne morejo drugače odkriti, preprečiti ali dokazati, ali bi bilo to zvezano z nesorazmernimi težavami, lahko policisti uporabijo naslednje ukrepe:","Če obstajajo razlogi za sum, da je oseba storila kaznivo dejanje, ki se preganja po uradni dolžnosti, ga izvršuje ali ga pripravlja ali organizira, in policisti tega kaznivega dejanja ne morejo drugače odkriti, preprečiti ali dokazati ali pa bi bilo povezano z nesorazmernimi težavami, lahko policisti uporabijo naslednje ukrepe:"
- plinska in druga sredstva za pasivizacijo;,- plin in druga sredstva za pasiviranje;
- konjenico;,-; konjenica
52. člen,člen 52.
"- preprečiti bega osebi, ki je zalotena pri kaznivem dejanju, za katero je po zakonu mogoče izreči kazen zapora 8 let ali več;","- preprečitev pobega osebe, ujete za kaznivo dejanje, za katero se lahko z zakonom izreče zaporna kazen 8 let ali več;"
"- preprečiti bega osebi, ki ji je odvzeta prostost ali osebi, za katero je izdan nalog za odvzem prostosti, ker je storila kaznivo dejanje iz prejšnje alinee, če je v nalogu za prijetje, privedbo oziroma spremljanje osebe izrecno določeno, da sme policist uporabiti strelno orožje, če bi taka oseba poskušala pobegniti;","- preprečitev pobega osebe, ki ji je bila odvzeta prostost, ali osebe, za katero je bil izdan nalog za prijetje zaradi kaznivega dejanja iz prejšnje alinee, če je v nalogu za prijetje, izdelavo ali nadzor osebe izrecno določeno, da lahko policist uporabi strelno orožje, če bi ta oseba poskušala pobegniti;"
"- odvrniti od sebe neposrednega protipravnega napada, s katerim je ogroženo njegovo življenje.","da bi odvrnil od sebe nezakonit napad, ki ogroža njegovo življenje."
"Določba prejšnjega odstavka velja tudi za seznanitev osebe s seznamom subjektov, ki so jim bili v določenem obdobju posredovani osebni in drugi podatki.","Določba prejšnjega odstavka se uporablja tudi za to, da se osebi predloži seznam subjektov, katerim so bili v določenem obdobju poslani osebni in drugi podatki."
- evidenco iskanih oseb;,- evidence iskanih oseb;
- evidenco identifikacij;,- evidence o identifikaciji
- evidenco zaznav kaznivih dejanj;,- evidence o kaznivih dejanjih;
"- evidenca operativnih informacij: vrsta, kraj, čas, način storitve, sredstva, motiv, udeleženci, škoda, okoliščine izvršitve dejanja;","- zapis operativnih informacij: vrsta, kraj, čas, storitveni način, sredstva, motiv, udeleženci, škoda, okoliščine izvršitve dejanja;"
"- v evidencah iz prve, druge, osme in devete alinee 59. člena tega zakona do izbrisa obsodbe ali kazni, če te ni, pa do zastaranja pregona;","- v evidencah iz prve, druge, osme in devete alinee 59. člena tega zakona do izbrisa obsodbe ali kazenske sankcije, in če te ni, dokler pregon ne zastara."
"- v evidenci iz tretje alinee 59. člena tega zakona, dokler trajajo razlogi, zaradi katerih je bilo uvedeno iskanje ali drug zakonit ukrep, vendar najdalj do zastaranja pregona;","- v evidencah, navedenih v tretji alinei 59. člena tega zakona, če so razlogi, zaradi katerih se je začela preiskava ali drug zakonit ukrep, zadnji, dokler pregon ne zastara;"
"Za delavce policije se uporabljajo splošni in posebni predpisi, ki urejajo delovna razmerja, zdravstveno, pokojninsko in invalidsko zavarovanje delavcev, če s tem zakonom ni določeno drugače.","Za policijske delavce veljajo splošni in posebni predpisi, ki urejajo delovna razmerja, zdravstveno, pokojninsko in invalidsko zavarovanje delavcev, če ni s tem zakonom drugače določeno."
"Policija lahko zbere o osebi, ki želi skleniti delovno razmerje v policiji, z njeno pisno privolitvijo, še podatke, na podlagi katerih se ugotavlja varnostne zadržke za delo v policiji.","Policija lahko zbira tudi podatke o osebi, ki želi s policijo skleniti delovno razmerje, s pisnim soglasjem te osebe, s katerimi lahko ugotavlja varnostna vprašanja za policijsko delo."
"Delavcu policije preneha delovno razmerje z dnem, ko generalna policijska uprava na podlagi pravnomočne sodbe izda ugotovitveni sklep o prenehanju delovnega razmerja.","Delovno razmerje se konča z dnem, ko Generalna policijska uprava na podlagi pravnomočne sodbe izda ugotovitveno odločbo o prenehanju delovnega razmerja."
Odločba o razporeditvi je dokončna.,Odločitev o dodelitvi je dokončna.
74. člen,člen 74.
Odločba o začasni razporeditvi oziroma napotitvi mora biti policistu vročena najmanj sedem dni pred nastopom dela. Odločba je dokončna.,Odločitev o začasni dodelitvi ali napotitvi na delo je treba policistu vročiti vsaj sedem dni pred začetkom dela.
"V primerih, ko je policist po službeni potrebi razporejen na nižje vrednoteno delovno mesto, obdrži količnik za izračun plače, ki ga je imel na prejšnjem delovnem mestu.","V primerih, ko je policist zaradi dela razporejen na nižje delovno mesto, ohrani koeficient plače za prejšnje delovno mesto."
