original,paraphrase
Država se gre v prometu slepe miši,Država gre v promet slepih miši
"Ministrstvo za okolje in prostor je pri izdaji uporabnega dovoljenja uporabilo veliko zvitosti. Komisija, katere naloga je bila opraviti tehnični pregled za izdajo uporabnega dovoljenja za bližnji bencinski servis, je - da pač njeni člani ne bi še enkrat po nepotrebnem potovali iz Ljubljane v Mursko Soboto - nenapovedano in brez navzočnosti predstavnikov soboške občine, opravila še tehnični pregled preurejenega križišča. Ker je komisija očitno ugotovila, da je bilo križišče kljub nedokončanim delom preurejeno v skladu z gradbenim načrtom in dovoljenjem, je ministrstvo za okolje in prostor izdalo uporabno dovoljenje za Petrolov bencinski servis ( tega so zgradili na osnovi ločenega gradbenega dovoljenja) in tudi za križišče.","Komisija, katere naloga je bila opraviti tehnični pregled za izdajo obratovalnega dovoljenja za bližnjo bencinsko črpalko, je opravila - da njeni člani ne bi po nepotrebnem več potovali iz Ljubljane v Mursko Soboto - nenapovedano in brez prisotnosti predstavnikov soboške občine, izvedla tehnični pregled obnovljenega križišča. Ker je komisija očitno ugotovila, da je bilo križišče kljub nedokončanim delom preurejeno v skladu z gradbenim načrtom in dovoljenjem, je Ministrstvo za okolje in prostor izdalo uporabno dovoljenje za Petrolovo bencinsko črpalko (ki je bila zgrajena na podlagi ločenega gradbenega dovoljenja) in tudi za križišče."
"Tudi nedeljski dopoldanski sprevod bovodil Jurij, poosebljeni simbol mesta Šentjur","Tudi nedeljska jutranja povorka pod vodstvom Jurija, poosebljenega simbola Šentjurja"
"Danes bodo na dvorišču Lipe pripravili Jurjev sejem, na katerem se bo predstavilo okoli 30 razstavljavcev. Ponujali bodo različne izdelke, večinoma izdelane v domačih obrtnih delavnicah, na stojnicah pa bo tudi veliko prazničnih dobrot.","Danes bo na dvorišču Lipe potekal Jurjev sejem, kjer se bo predstavilo približno 30 razstavljavcev, ki bodo ponudili različne izdelke, večinoma narejene v lokalnih obrtnih delavnicah, na stojnicah pa bo tudi veliko prazničnih dobrot."
Tradicionalna srečanja,Tradicionalna srečanja
"Ljubljana, Kranj, Radovljica - V Ljubljani bo tudi letos tradicionalno prvomajsko praznovanje na Rožniku. Kot so sporočili organizatorji, Zveza svobodnih sindikatov Slovenije, območna organizacija Ljubljane in okolice, se bo na večer pred praznikom, v nedeljo, 30. aprila, program začel ob 20. uri z nagovorom predsednika ZSSS Dušana Semoliča. Kres, ki ga bodo pripravili in varovali gasilci, bo zagorel ob 21. uri.","Ljubljana, Kranj, Radovljica - Ljubljana bo tudi letos gostila tradicionalno prvomajsko proslavo na Rožniku. Po besedah organizatorjev Zveze svobodnih sindikatov Slovenije, Regionalne organizacije Ljubljana in okolice, se bo na večer pred praznikom, v nedeljo, 30. aprila, program začel ob 20. uri z nagovorom predsednika ZSSS Dušana Semoliča. V petek, 30. aprila, se bo v Ljubljani ponovno odvila tradicionalna prvomajska proslava na Ro"
Posavsko gospodarstvo lanispet v rdečih številkah,Posavsko gospodarstvo lani spet v rdečih številkah
Največ delavcev je zaposlenih v predelovalni industriji - Velika izgubana področju finančnega posredništva - V jedrski elektrarni tokrat bolje,Večina delavcev je zaposlenih v predelovalni industriji - Velika izguba v finančnem posredništvu - Jedrske elektrarne tokrat boljše
Podravje proti brezposelnosti,Ukrepi proti brezposelnosti
"Žužemberk - Ko bodo v republiški direkciji za ceste, družbi za državne ceste, ministrstvu za promet in zveze in v slovenski vladi po praznikih prišli v službo, jih bo čakalo protestno pismo, ki so ga spisali župani občin Ivančna Gorica, Žužemberk, Dolenjske Toplice, Semič in Črnomelj. Te občine povezuje državna cesta R1-216, ki je na posameznih odsekih zelo slaba, ljudje ob njej pa so namesto nujne obnove dočakali le omejitev osnih obremenitev na cesti.","ŽUŽEMBERK - Ko bodo po praznikih na delo prišli Direktorat za ceste Republike Slovenije, podjetje za državne ceste, Ministrstvo za promet in zveze ter slovenska vlada, bodo čakali na protestno pismo županov občin Ivančna Gorica, Žužemberk, Dolenjske Toplice, Semič in Črnomelj. Te občine povezuje državna cesta R1-216, ki je na posameznih odsekih zelo slaba, ob njej pa so ljudje, namesto potrebne prenove, videli le še omejitev osnih obremenitev na vozišču, ki je povezano s cesto R1-216."
