original,paraphrase
Nizozemci bežijo iz reprezentance,Nizozemci so se odpravili
"Amsterdam - Le nekaj mesecev potem, ko so nizozemski hitrostni drsalci na ZOI v Naganu osvojili petih zlatih kolajn, sta tudi dvakratni olimpijski zmagovalec Gianni Romme in »srebrni« Bob de Jong napovedala svoje slovo iz reprezentance, ki jo vodi Henk Gemser.","Amsterdam - Le nekaj mesecev po tem, ko so nizozemski hitrostni drsalci na ZOO v Naganu osvojili pet zlatih medalj, sta se dvakratni olimpijski prvak Gianni Romme in ""srebrni"" Bob de Jong poslovila od ekipe pod vodstvom Henka Gemserja."
Schumacher vse bliže Jordanu,Schumacher se bliža Jordanu
»Skoraj vsi kolesarji segajo po poživilih!«,"""Skoraj vsi kolesarji gredo za stimulanse!"""
"»S trenerjem sva načrtovala uvrstitev v najboljšo osmerico. Tudi zato, ker mi je žreb naklonil zelo težke tekmice,« se je prisrčno razburjena Petra veselila nenadejanega, zato pa toliko bolj sladkega uspeha v močni konkurenci 26 tekmovalk iz prav toliko držav v kategoriji do 52 kg. Trener Marjan Fabjan, ta naš bivši odlični judoist, je kajpak žarel od sreče, a je bil z mislimi že pri današnjem nastopu Urške Žolnir in Francija Špesa (do 60 kg) iz Ilirske Bistrice.","""S trenerjem sva načrtovala uvrstitev med najboljših osem. Tudi zato, ker mi je žreb dal zelo težke tekmece,"" je bila Petra zelo navdušena nad nepričakovanim, zato pa je bil najlepši uspeh v močni konkurenci 26 tekmovalcev iz toliko držav v kategoriji do 52 kg. Trener Marjan Fabjan, naš nekdanji odlični judoist, je seveda žarel od sreče, vendar so njegove misli že ob današnjem nastopu Urške Žolnir in Franceta Špesa (do 60 kg) iz Ilirske Bistrice."
"Najprej zato, ker znajo gledalcem, ki se jih je lani ob 4,3 km dolgi progi na cesti iz Ilirske Bistrice do Šembij zbralo krepko prek 10.000, ponuditi še veliko več, pravo ljudsko veselico z obilno gostinsko ponudbo in veliko paše za oči, tudi z modno revijo Janje Zupan in izborom miss Ferrari. Pa seveda zato, ker gre dejansko za velik športni dogodek, na katerem naj bi se letos zbralo rekordno število nastopajočih (prijavljenih je kar 132 dirkačev iz devetih držav), ki se bodo potegovali za točke slovenskega, avstrijskega in hrvaškega prvenstva, prvenstva srednjeevropske cone FIA, mednarodni avtomobilski gorski pokal ter za challenge tekmovanje 1. regije FIA. Slovenski dirkači, med katerimi bodo tudi nekateri najboljši vozniki rallyja na čelu s starim in novim prvakom Tomažem Jemcem, bodo tokrat šele zajemali sapo, kajti Ferrari bo šele druga dirka prvenstva, na prvi (Učka) pa je slabo vreme marsikomu prekrižalo načrte.","Najprej zato, ker znajo gledalcem ponuditi, ki so se lani na poti od Ilirske Bistrice do Šembije zbrali krepko čez 10.000 na 4,3 km dolgi progi, pravo ljudsko zabavo z bogato gostinsko ponudbo in veliko dobrega očesa, tudi z modno revijo Janja Zupan in selekcijo miss Ferrarija. In seveda, ker je to pravzaprav velika športna prireditev, kjer se letos pričakuje rekordno število kolesarjev (je 132 tekmovalcev iz devetih držav), ki se bodo pomerili za točke slovenskega, avstrijskega in hrvaškega prvenstva, FIA Central European Car Cup in izzivalno tekmovanje 1. regije FIA. Slovenski dirkači, med katerimi bodo tudi najboljši rally vozniki na čelu starega Tomaza Ferrarija, novi dirkač pa si bo vzel sapo, ker vreme ne bo zadostovalo (drugi čas za prečenje)."
"Organizatorji prosijo gledalce, da naj upoštevajo navodila redarjev in opozarjajo, da mora za svojo varnost najprej poskrbeti vsak sam.","Organizatorji prosijo gledalce, naj upoštevajo navodila oskrbnikov, in poudarjajo, da mora vsak najprej poskrbeti za svojo varnost."
"Izidi: 1. kolo - skupina A: ZRJ - Grčija 83:72, Francija - Hrvaška 74:57, Italija - Nemčija 56:55; skupina B: Slovenija - Izrael 74:63, Turčija - Litva 59:56, Španija - Latvija 102:72; 2. kolo - skupina A: ZRJ : Hrvaška 85:64 (37:26), Nemčija : Grčija 69:64 (27:34), Italija : Francija večerna tekma; skupina B: Slovenija : Litva 77:59 (43:32), Španija : Izrael 64: 52 (33:26), Turčija : Latvija 63:59 (34:24).",": Rezultati 1 kolo - skupina A: FRY - Grčija 83: 72, Francija - Hrvaška 74: 57, Italija - Nemčija 56; skupina B: Slovenija - Izrael 74: 63, Turčija - Litva 59: 56, Španija - Latvija 102: 72 2. kolo - skupina A FRY Hrvaška 85; 64 (37: 26), Nemčija Grčija 69 64 (27) 34, Italija Francija večerna tekma; skupina B: Slovenija: 77: 59 (43: 32:), Španija: Izrael: 64: 52 (33: 26) Turčija, Latvija: 63 59 (34: 24) 59)"
Uroš Stibilj zaradi poškodbe ne bo nastopil na državnem prvenstvu,Uroš Stibilj zaradi poškodbe ne bo nastopil na državnem prvenstvu
"Tekmovanje se bo pravzaprav začelo že danes z uradnim treningom vseh nastopajočih, zares pa bo šlo s petek in soboto, ko bodo tekmovalci iz vseh slovenskih klubov merili moči oba dneva od 8. do 20. ure.","Tekmovanje se bo pravzaprav začelo danes z uradnim treningom vseh nastopajočih, zares pa bo šlo s petkom in soboto, ko bodo tekmovalci iz vseh slovenskih klubov merili svojo moč oba dni od 8. do 20. ure."
