original,paraphrase
"BMW je pripravili osvežitev Coupéja, Cabrioleta in Compacta serije 3 ter razširitev motorne ponudbe v seriji 7. Da sta športnost in varčnost združljivi, so končno priznali tudi južni Bavarci in v kupe serije 3 vpregli odličen trilitrski turbodizel (330Cd). V isti sapi so priznali tudi, da je danes le pet prestav v menjalniku premalo, saj so v Compactih 320td in 325ti pritaknili v menjalnik šesto prestavo (namenjena zmanjševanju porabe goriva). V seriji 7 sta zdaj na voljo dva vrstna šestvaljnika. Že poznanemu trilitrskemu turbodizlu se je namreč pridružil še bencinski brat. Modela 730i in 730Li tako poganja trilitrski bencinski šestvaljnik, poznan iz serij 3 in 5 ter modela X5.","BMW je pripravil osvežitev Coupe, Cabriolet in Compacta serije 3 ter razširitev območja motorjev v seriji 7. Združljivost športnosti in ekonomičnosti je končno priznala južna Bavarska in odlični trilitrski turbodizel (330Cd) v kupeju serije 3. V isti sapi so tudi priznali, da je danes v menjalniku premalo le pet prestav, saj so v Compactsih 320t in 325ti postavili v šesto prestavo (za zmanjšanje porabe goriva). V seriji 7 sta zdaj na voljo dve šestvaljni vrsti. Že znanemu trilitrskemu turbodislu se je pridružil tudi bencinski brat. 730i in 730Li tako poganjata trilitrski bencinski motor X5, X5 X5 in X5Li."
"Tako Ford stavi predvsem na Focusovo preverjeno tehniko, udobje in zanesljivost. To so želeli tudi na zunaj povedati že z imenom vozila Focus C-Max. C naj bi označeval tri besede: udobje (Comfort), zaupanje vase (Confidence) in nadzor (Control). Beseda Max oziroma Maximum želi vse to še stopnjevati.","To je tudi tisto, kar je Ford želel povedati na zunaj z imenom Focus C-Max. C naj bi označeval tri besede: udobje (), zaupanje (zaupanje) in nadzor (nadzor), in beseda Max, ali Maximum, želi vse to še okrepiti."
"Kako, kdaj in za koliko na salon?","Kako, kdaj in za koliko časa v salonu?"
"Avtomobilski salon v Ženevi je za širšo javnost odprt od četrtka 6. do 16. marca, in sicer v naslednjih terminih:","Avtomobilski salon v Ženevi bo za širšo javnost odprt od četrtka, 6., do 16. marca, v naslednjem terminu:"
Mitja Reven,Reven Mitja Mitja
Foto: Ferrari,Fotografija za Ferrari
"Ob predstavitvi novega F2003-GA je v Ferrarijevi prodajalni v Maranellu stekla tudi prodaja čisto pravega motorja formule ena. Na prodajno polico je zašel Ferrarijev motor 047, ki je poganjal model F300 (1998). Agregat krasita moč sedemstotih konjskih sil in prostornina 2997 cm3.","Ob predstavitvi novega F2003-GA je bil v Ferrarijevi trgovini v Maranellu prodan motor Ferrari F300 (1998), na trg pa je vstopil motor Ferrari 047, ki je poganjal F300 (1998)."
"Obremenitve temenskega dela glave se z uporabo Hansa zmanjšajo s 507 kg na le 95 kg. Možnost, da se dirkač poškoduje, je tako minimalna, saj je za poškodbe potrebna teža 335 kg. Pri predelu čela in bradnega dela je zadostna obremenitev, da pride do poškodb, 317 kg. Z uporabo Hansa se obremenitev čela zmanjša s 611 kg na 133 kg, pri bradnem delu pa s 339 kg na samo 95 kg (glej sliko).","Z uporabo Hansa se obremenitev hrbtnega dela glave zmanjša s 507 kg na samo 95 kg. Možnost poškodbe voznika je zato minimalna, saj je za poškodbe potrebna teža 335 kg. V predelu čela in brade je zadostna obremenitev za povzročitev poškodb 317 kg. Z uporabo Hansa se obremenitev čela zmanjša s 611 kg na 133 kg, v predelu podbradka pa s 339 kg na samo 95 kg (glej sliko)."
"»Predstavljajte si nas v lasnici, v kateri ne moremo v celoti premikati glave. O tem sem govoril z nekaterimi dirkači CART-a, ki so priznali, da imajo odrgnine, čeprav vozijo le s pol moči,« je Villeneuve še vedno glasen. Schumacher pravi, da ga naprava ne ovira. »Poleg tega je bilo dokazano, da je ob čelnih trkih zelo uspešna. Res pa je, da bi bila lahko udobnejša. Letos je ne bom uporabljal le zato, ker je obvezna, ampak tudi zato, ker izboljšuje varnost,« dodaja Schumi. »Se bodo že navadili. Saj so bile čelade pred tridesetimi leti tudi neudobne in čudne,« pa vsesplošen vidik opisuje Mike Gascoyjne.","""Predstavljajte si nas v lasnico, v kateri ne moremo v celoti premakniti naše glave. O tem sem se pogovarjal z nekaterimi vozniki CART, ki je priznal, da imajo modrice, čeprav vozijo le na polovico svoje moči,"" Villeneuve je še vedno glasen. Schumacher pravi, da ga naprava ne ovira. ""Poleg tega je bilo dokazano, da je zelo uspešen v čelnih trkih. Res je, da bi lahko bil bolj udoben. Letos ga ne bom uporabljal samo zato, ker je obvezen, ampak tudi zato, ker izboljšuje varnost"" dodaja Schumi. ""Ti se bodo navadili na to. Bili so čudni in pred tridesetimi leti,"" Mike Gascoy opisuje splošni vidik."
"»Letos nameravamo igrati vodilno vlogo v skupini, ki se bo podila za najboljšimi tremi,« je odločen Peter Sauber. Švicar je dirkalnik C22 in oba letošnja dirkača Heinza Haralda Frentzna in Nicka Heidfelda predstavil kar na ledu dvorane v Zürichu, kjer so se okoli novega karbona, ki je polepljen s starimi in novimi sponzorji, vrteli umetnostni drsalci. Letos Sauber zopet meri med najboljše štiri, kar mu kot zasebniku proti kar sedmim tovarniškim moštvom ne bo lahko. Tehnični direktor Willy Rampf je pojasnil, da je bil lanski dirkalnik C21 evolucija modela C20. »Lanskega smo razvili do meja, zato je letošnji povsem nov.«","""Letos načrtujemo, da igrajo vodilno vlogo v skupini, ki se bo lovil po prvih treh,"" je določena Peter Sauber. Švicar predstavil C22 avto in dva voznika Heinz Harald Frentzen in Nick Heidfeld na ledu v dvorani Zürich, kjer je novi ogljik, ki je zlepljena s starimi in novimi sponzorji, je predenje art drsalce. Letos Sauber je spet cilj v prvih štirih, ki ne bo enostavno za njega kot zasebnika proti sedem tovarniških ekip. Tehnični direktor, Willy Rampf, je pojasnil, da je bil lanski C21 evolucija modela C20. ""Lansko leto omejitve dirkalnega avtomobila je bil razvit na zadnji, tako da je letos povsem nova."
Mitja Reven,Reven Mitja Mitja
