original,paraphrase
"In ker je njegovo občinstvo pogosto prelepo, da bi bilo slišalo za Nevilla Chamberlaina ali da bi vedelo, katerega hudiča ima v mislih, čistokrvni Anglež velikodušno postreže z lastno različico sramotnega münchenskega sporazuma iz leta 1938 za začetnike, vključno s pripombo, da je bil celo naši ljubljeni britanski monarhiji, da naše aristokracije in stranke torijcev tu na zemlji niti ne omenja, ljubši vsakršen sporazum s Hitlerjem kakor vojna.","In ker je njegovo občinstvo je pogosto preveč dobro slišati ime Neville Chamberlain ali vedo, kateri hudič ima v mislih, Čist Anglež velikodušno služi up svojo različico zloglasni Münchenski sporazum 1938 za začetnike, vključno z opombo, da celo naša ljubljena britanska monarhija, niti omeniti našo aristokracijo in naše Tory stranka tukaj na zemlji, raje kateri koli sporazum s Hitlerjem v vojno."
Poleg tega je tako rekoč na begu.,In tako rekoč je na begu.
"Egon, njegov poslovni partner in soustanovitelj njune Akademije za profesionalno angleščino, ki je komajda životarila, je lepega dne pobegnil z vsem skupnim premoženjem. Mundyju ni preostalo drugega, ko da se je sredi noči odpeljal iz Heidelberga, z vsem, kar je lahko spravil v starega volkswagna, in s 704 evri, ki jih je malomarni Egon pozabil ukrasti iz blagajne.","Egon, njegov poslovni partner in soustanovitelj njihove Academy of Professional English, ki je komaj preživel, pobegnil en dan z vso skupno lastnino, in Mundy ni imel druge izbire, kot da vozi iz Heidelberga sredi noči, z vsem, kar je lahko fit v stari Volkswagen, in 704 evrov, ki malomarni Egon pozabil ukrasti iz registra."
"Naglo jo odvede v drugo kavarno. Po licih ji polzijo solze, a se jih očitno komaj zaveda. Dolgo ji prigovarja, naj mu pove kaj o sebi, in nazadnje mu res začne pripovedovati. Brez velike vneme, a tudi brez vsakršne zadrege. Je vaško dekle z ravnic Adane, najstarejša hči v kmečki družini, mu pove v zatikajočem se bavarskem dialektu. Njen oče jo je obljubil v zakon sinu sosednjega kmeta. Fant mu je bil predstavljen kot računalniški genij, ki v Nemčiji služi lepe denarce. Ko jih je prišel obiskat v Adano, so njeni pripravili tradicionalno poročno slavje, napovedali so združitev obeh kmetij, Zara pa je z možem odpotovala v München. Tam je ugotovila, da ni računalniški genij, ampak navaden kriminalec. Star je bil štiriindvajset let, ona jih je imela sedemnajst in bila je noseča z njim.","Njene solze tečejo po licih, ampak ona je očitno komaj zaveda njih. Ona jo prosi za dolgo časa, da mu povem nekaj o sebi, in končno je res začne, da mu povem. Brez veliko navdušenja, ampak tudi brez zadrege. Vaško dekle iz ravnic Adana, najstarejša hči v kmečki družini, mu pove, v zaljubljen bavarski narečju. Njen oče ji je obljubil v zakonu s sinom sosednjega kmeta. Fant je bil predstavljen mu kot računalniški genij, ki služi v Nemčiji, in ko je prišel v Adana so pripravili tradicionalno lepo poročno slavje, so napovedali združitev dveh kmetij, in Zara potoval v München s svojim možem. Tam je ugotovila, da ni bila običajna računalniška genij, vendar je bila stara dvajset in štiri leta in je bila noseča z njim."
"»Formalnosti niso pomembne,« ga pomiri mladi imam. »Odgovornost je vse. Bodi odgovoren in Bog te bo nagradil.«","""formalnosti niso pomembne,"" vam zagotavljam, mladenič. ""odgovornost je vse, bodite odgovorni in Bog vas bo nagradil."""
"»Angleško govoreči torej k meni, prosim, hvala lepa. Pravzaprav bi moral reči angleški poslušalci. Čeprav si ob tejle uri dneva zaželim, da bi vi govorili namesto mene. Ha! No, saj ni čisto tako« na tem mestu namenoma stiša glas in prisili poslušalce, da se umirijo in mu prisluhnejo »zagotavljam vam, da mi še ne pojemajo moči. Fotografiranje je seveda dovoljeno, dame in gospodje, a ne z videokamerami, lepo prosim tudi vi, gospod, hvala lepa ne sprašujte me, zakaj, ampak moji gospodarji mi zagotavljajo, da bi nas že en sam bežni posnetek z videokamero spravil na sodišče za intelektualno lastnino. Običajna kazen je javna usmrtitev z obešenjem.« Nihče se ne zasmeje, toda smeha tudi ne pričakuje od občinstva, ki je zadnje štiri ure presedelo na avtobusu, nato pa še uro stalo v vrsti na pekočem soncu. »Stopite bliže k meni, prosim, gospe in gospodje, še malo bliže, če ste tako ljubeznivi. Tu pred mano je še polno prostora, gospe« skupini resnih švedskih učiteljic »me lahko slišite, mladi gospodje?« leglu koščenih najstnikov izza nevidne saške meje, ki so pomotoma zatavali v napačno stajo, a sklenili, da ostanejo in dobijo brezplačno uro angleščine »Lahko? Zelo dobro. In vi, gospod, me lahko vidite?« malemu drobnemu Kitajcu »Lahko. Dobro. Še majhna osebna prošnja, če dovolite, gospe in gospodje. Handiji, kakor jim rečemo tu v Nemčiji, sicer znani tudi kot mobilni telefoni bi bili tako ljubeznivi in jih izklopili? Ste jih? Potem pa naj, prosim, zadnji zapre vrata za seboj, vi, gospod, ja, in lahko začnemo. Hvala lepa.«","""angleško govoreči ljudje prihajajo k meni, prosim, najlepša hvala. pravzaprav, bi moral reči angleški poslušalci. Čeprav si ob tej uri dneva želim, da bi govorili zame. Ha? No, to ni ravno to"" na tem mestu je namerno utišal svoj glas in prisilil svoje poslušalce, da se umirijo in ga poslušajo ""Lahko vam zagotovim, da še ne izgubljam moči. Fotografija je seveda dovoljena, dame in gospodje, vendar ne z video kamerami, prosim, ne sprašujte me zakaj, gospod, hvala, ne sprašujte me, zakaj, ampak moji mojstri mi zagotavljajo, da nas bo samo en hiter video iz video kamere postavil na sodišče za intelektualno lastnino. Običajna kazen je javno usmrtitev z obešanjem. ""Nihče se ne smeji, vendar nihče ne pričakuje smeha od občinstva, ki je zadnje štiri ure sedel na avtobusu in nato stal eno uro v vrsti na žgočem soncu."" Prosim, pridite bliže k meni, dame in gospodje, če ste tako prijazni. Tukaj pred menoj je še vedno dovolj prostora za damo. ""skupina resnih švedskih učiteljev"" Lahko me slišite, mladi gospodje ""suhljatih najstnikov izza nevidne saksonske meje, ki so po nesreči zašli v zelo dobro. In vi, gospod, me lahko vidite? ""v majhni kitajski"" Lahko. Dobro. Majhna osebna zahteva, če prosim, gospe in gospodje. Handi, kot jih imenujemo tukaj v Nemčiji, drugače znani tudi kot mobilni telefoni, bi bili tako prijazni in jih izklopili Ali ste potem, prosim, zaprite zadnja vrata za vami, vi, gospod, da, in lahko začnemo. Najlepša hvala. """
"Poleg tega je Mundy iz nuje in po izurjenosti previden človek. V Linderhofu ne naredi enega samega koraka, ne da bi bil prej preveril, kaj je pred in kaj za njim, ne da bi se prepričal, kdo mu prihaja naproti, bodisi kdo iz prejšnjih življenj bodisi kak nebodigatreba iz sedanjega, kak tat, vandal, žepar, upnik, vročevalec sodnih pozivov iz Heidelberga, senilen turist, ki ga je zadela srčna kap, otrok, ki bruha po neprecenljivi preprogi, dama s kužkom, skritim v ročni torbi, in nazadnje kakor odločno opozarja uprava samomorilsko razpoloženi terorist. Iz tega imenitnega izbora seveda ne smemo izključiti olajšanja, kakršno obide celo moškega, ki živi v tako zadovoljujoči zvezi kakor Mundy, kadar zagleda lepo oblikovano dekle, katere značilnosti zaslužijo takojšnje in neprikrito občudovanje.","Ne naredi niti enega koraka v Linderhofu, ne da bi najprej preveril, kaj je pred njim in kaj je za njim, ne da bi bil prepričan, kdo mu prihaja, ali nekdo iz prejšnjih življenj ali kakšen lopov iz sedanjosti, tat, vandal, žepar, upnik, pozivnik-nosilec iz Heidelberga, senilni turist, ki ga udari srčni napad, otrok, ki bruha po neprecenljivi dami, s kužkom, skrit v torbici in končno, kot uprava močno opozarja, samomorilski terorist. Seveda, iz tega finega izbora ne smemo izključiti niti človeka, ki živi v tako zadovoljivi zvezi kot Mundy dekle, ko vidi lepe in nepričakovane značilnosti, ki si zaslužijo takojšnje občudovanje."
"»Dogovorjeno!« reče Mundy, se ljubeznivo nasmehne in zganjeni listič v dlani urno pospravi v žep suknjiča.","""Dogovor "", pravi Mundy, se prijazno nasmehne in da papir v žep suknjiča."
"Pobrska po žepu suknjiča in izvleče zmečkan zavitek vžigalic iz Zarine kebabnice. Odtrga eno, jo prižge in podrži najprej pod enim in nato še pod drugim vogalom papirja, dokler sporočilo ni tanka plast pepela. Spusti ga na kamnita tla in ga s peto zmečka v črn prah: nujna previdnost. Pogleda na zapestno uro in računa. Še ura in dvajset minut. Nima smisla, da bi jo zdaj poklical. Komaj je začela streči. Njen šef ponori, če osebje v času največjega prometa dobiva telefonske klice. Mustafa je gotovo v Dininem stanovanju s Kemalom. Mustafa in Kemal sta najboljša prijatelja, glavni zvezdi westendovske vseturške državne lige v kriketu; njen predsednik je gospod Edward Mundy. Dina je Zarina sestrična in dobra prijateljica. Izvleče stari mobilni telefon, poišče njeno številko in jo pokliče.","On RIPE ena, ga vklopi in ga drži pod eno in nato pod drugim kotom papirja, dokler sporočilo je tanka plast pepela. On ga pade na tla in ga zdrobiti v črni prah nujna previdnost. Ona gleda na njeno ročno uro in račune. Še ena ura in dvajset minut. To nima smisla, da jo pokličete zdaj. Začela je služiti. Njen šef gre nor, če osebje dobi telefonske klice v času največjega prometa. Mustafa je prepričan, da je v Dina stanovanju s Kemal. Mustafa in Kemal so najboljši, glavne zvezde West All-Tendish League predsednik v celici Edward Mundish; je njen bratranec Edward Mundy kliče."
"»Dober večer, Mustafa! Kako si kaj?« počasi, poudarjeno vpraša Mundy. Govorita angleščino, kakršno uči dečka.","""Dober večer, Mustafa, kako si?"" vpraša Mundy počasi, s poudarkom: govorijo angleško, kar uči fanta."
