original,paraphrase
"Doslej so se namreč o državni renti na račun zmanjšane vrednosti prostora na ožjem in širšem območju NEK vsi posavski župani pogovarjali dokaj usklajeno in kovali načrte, kako državo prepričati, da jim bo sicer upravičeno rento zares priznala in jo začela izplačevati. Tokrat pa ""...smo za obisk omenjenih ministrov v Krškem izvedeli iz sredstev javnega obveščanja in bili seveda izredno presenečeni, saj je znano, da si zlasti občina Brežice že vrsto let prizadeva za ustrezno obravnavanje pri 'delitvi' sredstev NEK, ki jih ta namenja okolju zaradi svoje dejavnosti, ki le-temu ni posebno prijazna"", je zadevo ogorčeno komentiral brežiški župan in poslanec DZ Jože Avšič.","Doslej so se vsi posavski župani na zelo usklajen način pogovarjali o državni renti na račun zmanjšane vrednosti prostora na ožjem in širšem območju NEK ter naredili načrte, kako prepričati državo, da bi bilo sicer upravičeno priznati rento in jo začeti plačevati. Tokrat smo ""... o obisku omenjenih ministrov v Krškem smo izvedeli iz množičnih medijev in bili seveda izredno presenečeni, saj je znano, da si občina Brežice prizadeva za ustrezno obravnavo pri ""delitvi"" sredstev NEK, ki jih namenja okolju zaradi svoje dejavnosti, ki ji ni posebno prijazna, ""je o zadevi grenko komentiral brežiški župan in poslanec Jože Avšič"
ERNEST SEČEN,Ernest je poškodovan.
"BLED, 24. - Tudi hotel Krim na Bledu je bil še pred kratkim med kandidati za stečaj, saj v preteklih letih nikakor ni mogel zmanjšati svojih dolgov, poleg tega je imel zajeten znesek denacionalizacijskih zahtevkov. Ko je aprila letos že kazalo, da mu ne bo uspelo, sta se pojavila rešitelja - Sklad za razvoj RS in ministrstvo za gospodarske dejavnosti.","BLED, 24. - Tudi hotel Krim na Bledu je bil pred kratkim eden od kandidatov za stečaj, saj v prejšnjih letih nikakor ni mogel zmanjšati svojih dolgov, imel pa je tudi precej denacionalizacijskih zahtevkov. Ko se je aprila letos zdelo, da mu ne bo uspelo, so se pojavili reševalci - Razvojni sklad Republike Slovenije in Ministrstvo za gospodarske dejavnosti."
Nastop otrok in klepet,Sodelovanje otrok in klepet
"PORTOROŽ - Plesno akrobatska skupina Flip Piran, gledališka skupina KUD Karol Pahor in Avditorij Portorož so pripravili današnjo prireditev S plesom skozi življenje ob 19. uri v Avditoriju. Nastopili bodo učenci in učenke slovenskih in italijanskih osnovnih ter srednjih šol obalnih mest in otroci slovenskih in italijanskih VVZ. Če bo deževalo, bo prireditev v nedeljo ob 19. uri.","Portorož - Plesna akrobatska skupina Flip Piran, gledališka skupina KUD Karol Pahor in Avditorij Portorož so v Avditoriju pripravili današnjo prireditev S plesom skozi življenje ob 19. uri. Nastop bodo izvedli učenci slovenskih in italijanskih osnovnih in srednjih šol primorskih mest ter otroci slovenske in italijanske IWZ. Če bo deževalo, bo prireditev v nedeljo ob 19. uri."
"Najbolj prostaška pridobitev pa so tako imenovani host klubi (v Tokiu jih je nad 200), kjer se ženske pustijo razvajati callboyem in tudi ženskam, preoblečenim v moške. Seks ima pri tem postransko vlogo, ženskim gostjam gre namreč samo za nežnost in malce tolažbe.","Najbolj vulgarna pridobitev pa so tako imenovani hostelski klubi (več kot 200 v Tokiu), kjer se ženske pustijo razvajati callboysom in tudi ženskam, oblečenim v moške. Seks ima pri tem sekundarno vlogo, saj so ženske gostje le stvar nežnosti in malo tolažbe."
"MANCA NUČIČ, fotografinja: ""Telovadne vaje po televiziji so kar dobra ideja, čeprav sama nikoli ne telovadim pred televizorjem. Sploh si ne predstavljam, da bi si morala vzeti čas ravno takrat, ko je na sporedu aerobika. Mislim, da aerobika na naši televiziji ni na tako visoki ravni kot v satelitskih programih. Najbrž marsikomu takšna vadba ustreza, saj ni potrebno plačevati dragih vstopnic za fitness studie, pa tudi raznih nenavadnih pripomočkov za telovadbo ni treba kupovati, ki so prav tako precej dragi. Ker sem v službi do večera, nimam dovolj časa za telovadbo, vseeno pa včasih tečem in tako poskrbim zase in za dobro počutje, kadar sem utrujena zaradi dela.""","MANCA NUČIČ, fotograf: ""Vaja vaje na televiziji so precej dobra ideja, čeprav nikoli ne izvaja pred televizorjem. Ne predstavljam si, da bi moral vzeti čas, ko aerobika je na zraku. Mislim, da aerobika na našem TV ni tako visoka, kot v satelitskih programov. Verjetno, mnogi ljudje menijo, da je priročno, da to vrsto vadbe, saj ni potrebe po plačilu dragih vstopnic za fitnes studio, in vam ni treba kupiti nobenih nenavadnih vadbenih dodatkov, ki so prav tako precej drage. Ker sem na delovnem mestu do večera, nimam dovolj časa za vadbo, vendar sem včasih skrbeti zase in se počutim dobro, ko sem utrujen od dela."""
- Pred dopusti se mnogi odločajo za obisk solarija. Ima vaš solarij radio?,- Pred prazniki se veliko ljudi odloči obiskati solarij.
"- Bi ustregli stranki, ki bi vas prosila, da ji zapojete kakšno pesmico?","- Bi prosim stranko, ki bi vas prosil, da zapeti pesem?"
UO Združenja delodajalcev Slovenije obravnaval pogajanja o pogodbi in sporazumu,Združenje delodajalcev Slovenije razpravljalo o pogajanjih o pogodbi in sporazumu
Priprava pogodb v dejavnostih,Priprava pogodb za dejavnosti
"Poslovni rezultati še niso revidirani, med resnejše težave pa spada izguba v Iskri Fotoni, ki je delno povezana z ustavitvijo prodaje optičnih naprav v Iran zaradi embarga na izvoz v to državo. Kot nam je dejal predsednik uprave Iskre holdinga Dušan Šešok, bo po končanem lastninjenju sledilo združevanje posameznih delov, saj bo potrebno zaradi boljše preglednosti bistveno skrčiti število zelo razvejanih pravnih subjektov.","Poslovni rezultati še niso revidirani, eden resnejših problemov pa je izguba v Iskri Fotona, ki je delno povezana s prenehanjem prodaje optičnih naprav v Iran zaradi embarga na izvoz v to državo. Kot nam je povedal predsednik uprave Iskra Holding Dušan Šešok, bo privatizacija zaključena po konsolidaciji posameznih delov, saj bo treba bistveno zmanjšati število visoko kakovostnih izdelkov, ki so trenutno v lasti Iskrinega podjetja."
ALENKA BREZOVNIK,Helena se dogaja
"LJUBLJANA, 24. - Predstavniki Nove Ljubljanske banke in tujih bank so 20. maja podpisali pogodbo o srednjeročnem sindiciranem posojilu 150 milijonov nemških mark, so sporočili iz NLB.","LJUBLJANA, 24. - Predstavniki Nove Ljubljanske banke in tujih bank so 20. maja podpisali pogodbo o srednjeročnem sindiciranem posojilu v višini 150 milijonov nemških mark, so sporočili iz NLB."
Delnica Pivovarne Laško bo prinesla 120 tolarjev dividende,Delnica Pivovarne Laško bo prinesla 120 tolarjev dividend
"Strukturne spremembe prodaje piva odražajo trende, ki so opazni tudi v razvitih državah, tako se povečuje delež prodaje piva v pločevinkah, minimalno pa se je spremenila tudi struktura prodaje po vrstah piva, in sicer na račun piv z nižjo vsebnostjo alkohola. Vzroke je iskati v navadah potrošnikov, saj postajajo vse bolj popularne mešanice piva in brezalkoholnih pijač.","Strukturne spremembe pri prodaji piva odražajo trende, ki so opazni tudi v razvitih državah, saj se delež piva v pločevinkah povečuje, struktura prodaje po vrsti piva pa se je tudi minimalno spremenila, na račun piva z nižjo vsebnostjo alkohola."
Šokirani in ogorčeni,Šokiran in ogorčen
Nevšečnosti na koncertu v Cankarjevem domu in prijetno vzdušje na Metelkovi,Neprijetno na koncertu v Cankarjevem domu in prijetno vzdušje na Metelkovi
"LJUBLJANA, 26. - Pred stavbo Zveze društev slepih in slabovidnih Slovenije je v četrtek prof. dr. Arsen Šurlan (na fotografiji desno), lanski nagrajenec Sklada za inovacije na področju invalidskega varstva, članom zveze predstavil elektronsko palico za slepe in govoreči računalnik Audiotaktil, kot nova inovativna tehnična pripomočka. Na Zvezi društev slepih in slabovidnih Slovenije so se namreč odločili, da bo vsak nov tehnični pripomoček ocenila posebna komisija. (re/foto: Matej Povše)","LJUBLJANA, 26. - Prof. dr. Arsen Šurlan (na fotografiji desno), lanski zmagovalec Sklada za inovacije na področju varstva invalidov, je v četrtek pred poslopjem Zveze društev slepih in slabovidnih Slovenije članom Zveze društev slepih in slabovidnih Slovenije predstavil elektronsko palico za slepe in govoreči računalnik Audiotaktil, kot nova inovativna tehnična orodja, in se odločil, da bo vsako novo tehnično orodje, ki ga bodo prejeli, postalo novo orodje za pomoč."
"Vir te renesanse je bil verjetno francoski novi val, ki je naplavil tudi ideologijo in prakso t. i. avtorskega filma. Temeljna ideja te estetske ideologije je bila, da film naredi režija, ne pa scenarij, iz česar še ni izhajalo toliko podcenjevanje scenarija, kot je to pomenilo uveljavitev režiserja. ""Kritikom in bodočim cineastom novega vala je šlo za to, da bi v filmu, tej 'kolektivni umetnosti', odprli možnost za umetnike, da izrazijo svojo videnje sveta in svoje osebne poetike,"" je zapisal urednik revije Cahiers du cinéma, kjer so zasnovali ""politiko avtorjev"". Cineasti so torej želeli postati takšni ustvarjalci, kot so pisatelji, glasbeniki ali slikarji, in se potemtakem priličiti tradicionalni podobi umetnika. To je bilo na eni strani ""šokantno"" in na drugi paradoksno. ""Šokantno"" je bilo kajpada v kulturnem pogledu, v katerem je film veljal za industrijo zabave in v najboljšem primeru za formo množične kulture, ta pa je bila v očeh ""visoke umetnosti"" vredna vsega prezira, paradoksno pa zato, ker je ta koncepcija cineasta kot ""klasičnega"" umetnika oziroma avtorja vodila v transformiranje filmskih form, rušenje konvencij in pravo ""osvoboditev"" filmske govorice. Iz ideje cineasta kot umetnika oziroma avtorja se je torej rodil filmski modernizem.","Izvor te renesanse je bil verjetno francoski novi val, ki je hkrati odplaknil ideologijo in prakso tako imenovanega izvirnega filma. Osnovna ideja te estetske ideologije je bila, da film režira, ne pa scenarij, kar ni imelo za posledico toliko podcenjevanja scenarija, kot je pomenilo vzpostavitev režiserja. ""Kritiki in bodoči cineastom novega vala so želeli umetnikom odpreti možnost, da izrazijo svojo vizijo sveta in svojo osebno poetiko v filmu, ta"" kolektivna umetnost "", ""je zapisal urednik revije Cahiers du cinéma, kjer so zasnovali"" politiko avtorjev "". Cineasti so torej hoteli postati takšni ustvarjalci, kot so pisatelji, glasbeniki ali slikarji, in se tako skladati s tradicionalno podobo umetnika. To je bilo po eni strani ""šokantno"" in po drugi paradoksalno. ""Šokantno"" je bil seveda kulturni vidik, v katerem je film veljal za zabavno industrijo in v najboljšem primeru za obliko množične kulture, ki je bila v očeh ""visoke umetnosti"" vredna vsega prezira, in paradoksalno zato, ker je to pojmovanje cineasteasta kot ""klasičnega"" umetnika ali avtorja pripeljalo do preoblikovanja filmskih form, rušenja konvencij in prave ""osvoboditve"" filmskega jezika. Zato se je filmski modernizem rodil iz ideje o cineastu kot umetniku ali avtorju."
"Skupina SAETA bo imela nocoj in 28. maja ob 20.30 uri ob tivolskem ribniku še ""koncert bioakustične glasbe za ljudi, živali in svetlobo"". (tlp)","SAETA bo nocoj in 28. maja ob 20.30 uri na ribniku Tivoli pripravila ""koncert bioakustične glasbe za ljudi, živali in svetlobo"". (tlp)"
"* Valvasorjevo priznanje je prejela mag. Francka Slivnik, višja kustodinja Slovenskega gledališkega muzeja, za projekt Shakespeare v gledališčih srednje Evrope med obema vojnama. Projekt vključuje razstavo, ki je bila v Ljubljani na ogled leta 1994, zatem pa obšla številna mesta po Evropi. Jeseni bo gostovala v Brnu, zanimanje zanjo kažejo Romuni, Poljaki in Nemci.","Francka Slivnik, višja kustosinja Slovenskega gledališkega muzeja, je za svoj projekt Shakespeare in Theaters of Central Europe med obema vojnama prejela Valvasorjevo nagrado, ki vključuje razstavo, ki je bila leta 1994 na ogled v Ljubljani, nato pa bo obiskala številna mesta po Evropi."
"Med pomembnejša dela v prvi fazi obnove vsekakor sodi 1.850 kvadratnih metrov steklenega pročelja, poleg njega pa tudi preureditev nadstropij od petega do vrha. Kot smo izvedeli, bodo preuredili 95 sob, med njimi deset takih, ki imajo po dva prostora. Sobe bodo opremili po strogih Inter-Continentalovih standardih. Skupna površina preurejenih nadstropij je 3.400 kvadratnih metrov.","Eden od najpomembnejših del v prvi fazi prenove je zagotovo 1.850 kvadratnih metrov steklene fasade, kot tudi preureditev tal od petega na vrh. Kot smo izvedeli, bo obnovljena 95 sob, od tega deset od njih, vsaka z dvema prostoroma, ki bodo opremljene po strogih Inter-Continental standardov."
"-krat so intervenirali policisti. Na javnem kraju so mirili vročekrvneže 36-krat, devetkrat pa so posegli med zasebne nesporazume. Zgodilo se je kar 52 prometnih nesreč, tri so se končale s hujšimi telesnimi poškodbami, sedem z lažjimi, preostale pa z bolj ali manj razbito pločevino. Vlomilci so bili na delu 15-krat, kar desetkrat so si za ""žrtve"" izbrali osebna vozila. Tatvin je bilo šest, rop eden, žal pa so policisti zabeležili tudi dva samomora.","Policisti so posredovali ob več priložnostih. Vročeglavci so bili pomirjeni 36-krat na javnem mestu, in devetkrat zasebnih nesporazumov posredovala. Bilo je kar 52 prometnih nesreč, trije so se končali s hudimi poškodbami, sedem z manjšimi poškodbami in ostali z bolj ali manj zlomljeno pločevino. Vlomilci so bili na delovnem mestu 15-krat, desetkrat so izbrali osebna vozila kot ""žrtve"". Kraja je bila šest, rop ena, in na žalost, policija je zabeležila tudi dva samomora."
"Vlada stavke ni prepovedala, temveč jo je samo omejila...","Vlada stavke ni prepovedala, pač pa jo je omejila."
Uradnih komentarjev še ni,Uradnih komentarjev še ni
"Bilo je dramatično in bilo je premišljeno - v četrtek okoli desete ure zvečer, ko televizije pripravljajo zadnja poročila in časopisi zaključujejo redakcije, so z uprave Slovenskih železnic sporočili, da so članom stavkovnega odbora in nekaterim drugim delavcem, ki sodelujejo pri železničarski stavki, izročili odločbe o suspenzu in proti njim uvedli disciplinske postopke. Cilj tega medijskega delovanja je bil jasen: uprava družbe je s sporočanjem svojih odločitev medijem želela ustaviti ali vsaj ohromiti stavko, ki bi se morala po napovedih predsednika stavkovnega odbora naslednji dan razširiti.","Bilo je dramatično in namerno - v četrtek okrog desete ure zvečer, ko televizorji pripravljajo najnovejša poročila, časopisi pa končujejo uredniško delo, so Slovenske železnice sporočile, da so članom stavkovnega odbora in nekaterim drugim delavcem, ki so sodelovali v železniški stavki, izročile odločitve o suspenzu in zoper njih uvedle disciplinski postopek. Namen te medijske operacije je bil jasen, saj so mediji svoje odločitve sporočali, vodstvo podjetja je želelo stavko ustaviti ali vsaj ohromiti, ki naj bi se po napovedih predsednika stavkovnega odbora naslednji dan razširila."
ROMANA ŠPENDE,O rimskem imperiju
"Kaj je res, je seveda zgolj akademsko vprašanje, rezultat pa je v vsakem primeru slab za Slovenijo: iz navidezne idiličnosti socializma po slovensko bi namreč lahko sklepali tudi to, da za razliko od Poljske na potencialno opozicijski strani vse tja do druge polovice osemdesetih pri nas skorajda ni bilo resne pripravljenosti soočiti se s temeljnimi vprašanji nedemokratične družbene ureditve - iz relativne neuspešnosti reševanja postsocialističnih problemov pa, da ta tradicija tiščanja glave v pesek živi še naprej.","Kaj je res, je seveda le akademsko vprašanje, in rezultat je v vsakem primeru slab za Slovenijo. Iz navidezne idiličnosti socializma v Sloveniji bi lahko sklepali tudi, da za razliko od Poljske na potencialni opozicijski strani, do druge polovice osemdesetih let skoraj ni bilo resne pripravljenosti za soočenje s temeljnimi vprašanji nedemokratične družbene ureditve v Sloveniji - od relativnega neuspeha pri reševanju postsocialističnih problemov, in da ta tradicija tiščanja glave v pesek še vedno živi."
"To, da je eden najvidnejših ideologov antikomunizma bil član zadnjega CK, je svojevrsten slovenski fenomen, ki ga je mogoče postaviti ob bok največjim dosežkom socialistične norosti.","Dejstvo, da je bil eden najvidnejših ideologov antikomunizma tudi član zadnje Komunistične partije Slovenije, je svojevrsten slovenski fenomen, ki ga lahko postavimo ob bok največjim dosežkom socialistične norosti."
Enkratna ponudba delnic za milijardo tolarjev bi pomenila hud padec cene delnice,Enkratna ponudba delnic za milijardo tolarjev bi pomenila strm padec tečaja delnic
"Tudi Stevo Lekič, načelnik oddelka za finance MOL, je zanikal kakršnekoli transakcije v zvezi s prodajo delnic SKB. Župan dr. Dimitrij Rupel pa je potrdil, da je izvedel za pogovore o odprodaji mestnih delnic SKB banke. ""Bil sem obveščen o ideji nekega čudaka, ki je mogoče mislil, da bi bila odprodaja dobra zadeva. A sem mu to idejo hitro izbil iz glave. Ustavili smo kakršnekoli pogovore o tem in zatrdim lahko, da kot župan tega ne bom nikoli odobril, saj bi bilo to škodljivo za mesto."" Za mnenje o tako pomembni zadevi, kot je odprodaja delnic SKB, smo hoteli povprašati tudi Dimitrija Kovačiča, predsednika mestnega sveta, a je bil ves dan nedosegljiv.","Tudi Stevo Lekič, vodja Oddelka za finance na MOL, je zanikal vse posle v zvezi s prodajo delnic SKB. Župan dr. Dimitrij Rupel je potrdil, da se je seznanil z razpravo o prodaji delnic mestne banke SKB. ""Obveščen sem bil o ideji nekega čudaka, ki bi morda menil, da bi bila prodaja dobra stvar. Toda hitro sem se znebil te ideje. O tem smo prekinili pogovore in lahko rečem, da je kot župan ne bom nikoli odobril, saj bi bilo to za mesto škodljivo."" Tudi predsednika mestnega sveta Dimitrija Kovačiča smo želeli vprašati za mnenje o tako pomembni zadevi, kot je prodaja delnic SKB, vendar je bil ves dan nedosegljiv."
"Razprava o članstvu v Natu krajša, manj vroča, še vedno pa s precej osebnih in medstrankarskih očitkov","Razprava o članstvu v Natu je sicer krajša, manj vroča, a še vedno z veliko osebnih in medstrankarskih očitkov"
"Sledil je enourni plaz replik in pojasnil, v katerih so poslanci iskali krivdo za to, kdo je kdaj in v kakšni funkciji (strankarski in vladni) kaj naredil ali ni naredil, da je država v časovni stiski pred tako pomembno odločitvijo. V popoldanskem nadaljevanju je opozicija na različne načine dokazovala, da jo neupravičeno tlačijo med nasprotnike priključitvi EU samo zato, ker zahteva zakonitost in očita vladi nedejavnost. Člani vladajoče koalicije pa so si prizadevali prepričati nasprotno stran, da je narejeno pravzaprav zelo veliko, kar nam priznavajo tudi v Bruslju, in da gre za politikantsko zavlačevanje.","Temu je sledil enourni plaz replik, v katerih so evroposlanci iskali krivca za to, kdo je kdaj in v kakšni vlogi (stranka in vlada) kaj počel ali česa ni počel, da je bila država pred tako pomembno odločitvijo v časovnem krču. Popoldan je opozicija na različne načine dokazala, da je med nasprotniki vstopa v EU neupravičeno zatirana le zato, ker je zahtevala zakonitost in vlado obtožila neaktivnosti. Člani vladajoče koalicije so poskušali nasprotno stran prepričati, da je bilo dejansko veliko storjenega, kar priznavajo tudi v Bruslju, in da je šlo za politično zavlačevanje."
Javnost je treba sproti obveščati,Javnost mora biti obveščena o
"S tem tudi zaključujem našo polemiko v časopisju in jo bom z veseljem nadaljeval na sodišču, če bo to on še vedno želel.","To zaključuje našo razpravo v časopisih, in bom z veseljem nadaljeval na sodišču, če še vedno želi."
"Emily je ogorčeno pogledala Jonasa in potem rekla: ""Pozabila bom, kar se je ravnokar zgodilo. Upam, da me ne boste več vznemirjali.""","Emily je pogledala Jonasa in rekla: ""pozabila bom, kaj se je pravkar zgodilo in upam, da me ne boš več nadlegovala."""
"""Ja, vaša sestra me je spoštovala. Le kdo se hoče poročiti z vami? Očitno nekdo, ki ga ne moti, kaj ljudje govorijo o vas.""","""Tvoja sestra me je spoštovala, kdo se želi poročiti s tabo, očitno nekdo, ki ga ne moti, kaj ljudje govorijo o tebi."""
"""Grem! Vendar morate vedeti, da delate veliko napako."" Po teh besedah se je obrnil in odšel.","""saj grem, ampak moraš vedeti, da delaš veliko napako."" Po teh besedah se je obrnil in odšel."
"Emily je pogledala na morje, ki ga je videla med drevesi. ""Našel me je v hlevu. Bila sem pri Brown Girl in Setrnendunst.""","Emily je pogledala v morje med drevesi. ""Našel me je v skednju, jaz pa sem bila z Brown Girl v Setrnendunstu."""
"""Ko sem mu povedala, da se bom poročila z Anthonyjem Sheltonom, pa je bil vse kaj drugega kot gentleman.""","""Ko sem mu povedala, da se bom poročila z Anthonyjem Sheltonom, ni bil pravi kavalir."""
"Nečakinja, ki je bila sicer bleda, pa se je zasmejala: ""Prav si imela, teta Hazel. Malo več prijaznosti sem pričakovala od Tonyjeve matere. Sem se pač motila. Ampak vsaj vem, kje sem. Poročila se bom s Tonyjem!""","Nečakinja, ki je bila sicer bleda, se je smejala: ""Prav si imela, teta Hazel. Pričakovala sem malo več prijaznosti od Tonyjeve mame! Motila sem se. Ampak vsaj vem, kje sem. Poročila se bom s Tonyjem! """
"Ljuba gospodična Grant, hudo napako ste naredili, ker ste neprijetne govorice, ki krožijo o vas, pripisali meni. Moj ljubi umrli očka me je vzgojil tako, da se tako ne spozabim. Če vas kdo obtožuje, potem je to le vaša vest. - Eleanor Dane","""Draga gospodična Grant, ki ste jih naredili veliko napako pri pripisovanju neprijetne govorice krožijo o vas, da me. Moj dragi pokojni oče me je vzgojil, da ne bo pozabljen. ""Če vas kdo obtožuje, da je vaša vest. """
"""Rada bi, da bi imela svoj dom. Zakaj si ne bi zgradila majhne hiše? Bilo bi čudovito, če bi si lahko izbrala kraj in jo dala zgraditi po najinih načrtih.""","""hočem, da ima svoj dom, zakaj ne bi zgradili majhne hiše, čudovito bi bilo, če bi lahko izbrali kraj in ga zgradili po naših načrtih."""
"""Sedaj nisi preveč srečen.""","""Sedaj nisi več srečen."""
9.30Dodojeve dogodivščine: Dodo in losos,9.30 Dodove dogodivščine: The Dodo and the Salmon
"15.35Mož iz Alama, ameriški film (VPS 15.35)","15.35 The Man of the Alamo, Ameriški film (VPS 15.35)"
19.05Risanka,19.05Krovček risanke
"19.30Dnevnik, vreme, šport","19.30Dnevnik, vreme, šport"
