original,paraphrase
DAYTONSKI SPORAZUM - REGIONALNI KONCEPT VOJAŠKEGA RAVNOVESJA,Daytonski sporazum - regionalni vojaški sporazum
"ki pravi, da je sorazmerno dober ekonomski razvoj Italije tudi posledica dejstva, da se Italiji ni bilo potrebno tako močno oboroževati, kot bi se bilo potrebno, če bi bila Jugoslavija v Varšavskem paktu. Itlijanski gospodarski razvoj je tudi posledica mednarodno politične vloge, ki jo je odigrala Titova Jugoslavija. Kljub temu je bila Italija pod udarom različnih geopolitičnih preigravanj Nato pakta. V primeru spopada med NATOM in državami varšavskega sporazuma bi v Italiji delovala osvobodilna mreža, ki so jo v NATU imenovali “Stay Behind”. V ta namen je takoj po vojni ameriška obveščvalna služba OSS (predhodnica CIE) zgradila tajno mrežo “Gladio” (Meč). Cossiga, ki je kot predsednik države in vrhovni poveljnik vojske preiskoval delovanje komunistične partije Italije in njeno financiranje, je ugotovil, da je obstajal tudi “Gladio rosso” (rdeči meč). Kljub izredni tajnosti, s katero je Italija vzdrževala svojo tajno organizacijo za vzpostavitev oboroženega upora, so komunisti organizirali svojo protiorganizacijo, ki bi se borila proti njej. Očitno je, da je “Gladio rosso” podpirala Sovjetska zveza in dajala italijanskim komunistom tudi obveščevalne podatke. Cossiga se spominja tudi obdobja, ko je bil notranji minister. Raziskoval je financiranje komunistične partije Italije in ugotovil, da denar prihaja preko sovjetske obveščevalne službe KGB, iz Moskve. Ko se obvestili Američane o tem okritju so jih vprašali, v kakšni valuti jih financirajo. Ko so jim povedali, da iz Moskve prihajajo dolarji, so jim naročili, naj jih pustijo pri miru. Američani so namreč predvidevali, da gre za ponarejene bankovce, ki so jih kasneje vnovčili na ruskem sivem trgu. V primeru, da bi Jugoslavija popustila pred Stalinovim pritiskom, bi njeno vlogo odigrala Italija. To pomeni vladavino komunistov in nekakšno mednarodno politično nevtralnost, kot most med Zahodom in Vzhodom. ","Pravi, da je relativno dober gospodarski razvoj Italije tudi posledica dejstva, da se Italiji ni bilo treba oboroževati toliko, kot bi se morala, če bi bila Jugoslavija v Varšavskem paktu. Italijanski gospodarski razvoj je tudi rezultat mednarodne politične vloge, ki jo je igrala Titova Jugoslavija. Kljub temu je bila Italija pod napadom različnih geopolitičnih zavezništev pakta NATO. V primeru konflikta med Natom in državami Varšavskega sporazuma bi Italija v Natu delovala mreža za osvoboditev, imenovana ""Stay Behind "". V ta namen je takoj po vojni tajno mrežo ""Gladio"" (meč) zgradila ameriška obveščevalna služba OSS (predhodnica CIA. Cossiga, ki je kot vodja države in vrhovni poveljnik vojske preiskoval delovanje italijanske komunistične partije in njeno financiranje, ugotovil, da je obstajala tudi ""Gladio Rosso"" (rdeči meč). Kljub izjemni tajnosti, s katero je Italija ohranjala svojo tajno organizacijo za vzpostavitev oboroženega upora, so komunisti organizirali svojo lastno antiorganizacijo za boj proti. Cossiga se spominja tudi časov, ko je bil minister za notranje zadeve. Raziskoval je financiranje Komunistične partije Italije in ugotovil, da je denar prišel prek sovjetske obveščevalne službe KGB iz Moskve. Ko so bili Američani obveščeni o tej krinki, so jih vprašali, v kateri valuti so bili financirani. Ko so jim povedali, da dolarji prihajajo iz Moskve, so jim rekli, naj jih pustijo pri miru. Američani so domnevali, da so bankovci ponarejeni, ki so bili kasneje unovčeni na ruskem sivem trgu. Če bi Jugoslavija popustila pod Stalinovim pritiskom, bi Italija odigrala svojo vlogo, to pomeni komunistično vladavino in nekakšno mednarodno politično nevtralnost, kot most med Zahodom in Vzhodom."
"Monetarizem, ki najbolj označuje pojem maastrichtske Evrope, je pripeljal njene članice v slepo ulicoLucio Caracciolo in Michel Korinman: The Euroslavia Project, Limes, internet: http:///www.mix.it/logoi. Stroge zahteve, ki onemogočajo tudi sedanjim članicam normalno prilagajanje skupnemu trgu, in mehanizmi odločanja (veto) postavljajo evropske države (članice in nečlanice) v položaj, ko se doma soočajo z evroskepticizmom. Evropska ideja je med najmanj popularnimi idejami v Evropi. ","Monetarizem, ki najbolj kaže na koncept maastrichtske Evrope, je svoje članice pripeljal do slepe ulice v Lucio Caracciolu in Michelu Korinmanu: projekt Euroslavia, Limes, internet: http: / / / www.mix.it / logoi. stroge zahteve, ki celo sedanjim članicam preprečujejo, da bi se normalno prilagodile skupnemu trgu, in mehanizmi odločanja () veto so evropske države (člane in nečlane) postavili v položaj, da se doma soočijo z evroskepticizmom."
Mirovni sporazum in stabilizacija regije,Mirovni sporazum in stabilizacija regije
"Mirovni sporazum obvezuje strani k začetku pogajanj o določitvi ukrepov za vzpostavitev zaupanja v sedmih dneh. Ukrepi morajo stopiti v veljavo v 45-ih dneh. Ukrepi lahko vsebujejo določila o prepovedi vojaških vaj, obvezni najavi vojaških aktivnosti in izmenjavi podatkov. Sporazum zavezuje strani k 90 dnevni prepovedi uvoza orožja in 180 dnevni prepovedi uvoza težkega orožja, streliva za težko orožje, vojaških letal ali helikopterjev.","V skladu z mirovnim sporazumom morata obe strani v sedmih dneh začeti pogajanja za vzpostavitev ukrepov za krepitev zaupanja. Ukrepi morajo začeti veljati v roku 45 dni. Ukrepi lahko vključujejo določbe o prepovedi vojaških vaj, obveznih najavah vojaških dejavnosti in izmenjavi informacij. V skladu s sporazumom sta pogodbenici zavezani k 90-dnevni prepovedi uvoza orožja in 180-dnevni prepovedi uvoza težkega orožja."
"Republika Bosna in Hercegovina je suverena država znotraj sedanjih, mednarodno priznanih meja. Ustava zagotavlja varovanje človekovih pravic in svobodo",Republika Bosna in Hercegovina je suverena država znotraj svojih sedanjih mednarodno priznanih meja.
"gibanja ljudi, blaga in kapitala po vsej državi. ","pretok ljudi, blaga in kapitala po vsej državi."
"Vse veje oblasti v Bosni in Hercegovini so dolžne sodelovati s človekoljubnimi organizacijami in spoštovati odločbe sodišča za vojne zločine. Osebe, ki jih bo obravnavalo sodišče za vojne zločine, ne bodo mogle biti imenovane ali izvoljene v državne organe. ","Vse veje vlade v Bosni in Hercegovini imajo obveznost, da sodelujejo s humanitarnimi organizacijami in spoštovati odločitve sodišča za vojne zločine, in osebe, ki jim bo sodilo sodišče za vojne zločine, ne bodo imenovane ali izvoljene v državne organe."
"Sporazum obvezuje strani, da brez odlašanja izpustijo vse vojne in civilne ujetnike, ljudi na prisilnem delu in ljudi v zbirnih taboriščih. Strani morajo omogočiti predstavnikom mednarodnega Rdečega križa dostop do vseh krajev, kjer se takšne osebe nahajajo. ","Sporazum zavezuje strani, da nemudoma izpustita vse vojne ujetnike in civiliste, tiste, ki so na prisilnem delu, in tiste, ki so v zbirnih taboriščih, ter predstavnikom Mednarodnega rdečega križa omogočita dostop do vseh krajev, kjer so te osebe prisotne."
"Odprava mednarodnih sankcij bo v veliki meri odvisna od pripravljenosti strani za sodelovanje s sodiščem za vojne zločine. V primeru, da bo Srbija ali katerakoli srbska oblast bistveno kršila določila sporazuma o sedelovanju s sodiščem za vojne zločine, bo Varnostni svet odložil odpravo sankcij. ","Ukinitev mednarodnih sankcij bo v veliki meri odvisna od pripravljenosti obeh strani za sodelovanje s sodiščem za vojne zločine. V primeru, da Srbija ali katera koli srbska vlada bistveno krši določila dogovora o rešitvi spora s sodiščem za vojne zločine, bo Varnostni svet začasno prekinil odpravo sankcij."
"Če pripadniki enot IPTF pri opravljanju svojih nalog pridejo do informacij o kršitvah človekovih pravic, jih posredujejo komisiji za človekove pravice, ki je ustanovljena na podlogi mirovnega sporazuma, ali mednarodnemu sodišču za vojne zločine v bivši Jugoslaviji. ","Če člani IPTF pri opravljanju svojih nalog naletijo na informacije o kršitvah človekovih pravic, jih posredujejo Komisiji za človekove pravice, ki je bila ustanovljena na podlagi mirovnega sporazuma, ali Mednarodnemu sodišču za vojne zločine na območju nekdanje Jugoslavije."
"Visoki predstavnik bo mobiliziral in koordiniral dejavnosti organizacij in agencij, ki bodo izvajale dejavnosti s tega področja. Visoki predstavnik bo vodil Skupno civilno komisijo, ki bo sestavljena iz političnih predstavnikov vseh strani, komandanta IFOR in predstavnikov civilnih organizacij in agencij, ki jih bo izbral visoki predstavnik po lastni presoji. ","Visoki predstavnik bo mobiliziral in usklajeval dejavnosti organizacij in agencij, ki bodo izvajale dejavnosti na tem področju.Visoki predstavnik bo vodil skupno civilno komisijo, sestavljeno iz političnih predstavnikov z vseh strani, poveljnika IFOR ter predstavnikov civilnih organizacij in agencij, ki jih po lastni presoji izbere visoki predstavnik."
"Seminar o slovenskem kulturnem in političnem delavcu, časnikarju in tiskarju Dušanu Pleničarju iz Londona je potekal 13. januarja v društvu slovenskih izobražencev v Trstu, ob tretji obletnici Pleničarjeve prezgodnje smrti.","Seminar o slovenskem kulturnem in političnem delavcu, novinarju in tiskarju Dušanu Pleničarju iz Londona je potekal 13. januarja v Društvu slovenskih pedagogov v Trstu, ob tretji obletnici Pleničarjeve prezgodnje smrti."
"Seminar, ki ga je organiziral Ivo Jevnikar, je zbral pričevanja ljudi iz več dežel, ki so Pleničarja poznali v različnih obdobjih njegovega življenja. Pogovor je tako sestavil sliko neumornega patriota in osvetlil vrsto manj znanih dejstev slovenske preteklosti.","Na seminarju, ki ga je organiziral Ivo Jevnikar, so bila zbrana pričevanja ljudi iz različnih držav, ki so Plenikarja poznali v različnih obdobjih njegovega življenja, ki so ustvarila sliko neutrudnega patriota in osvetlila številna manj znana dejstva o slovenski preteklosti."
"Pleničar je bil kompleksna osebnost. Bil je skromen, trmast in predan človek. Bil pa je tudi ena najuglednejših osebnosti politične emigracije, patriot, politični pisec, nasprotnik totalitarizma, borec za demokracijo in kot ekumenski kristjan nosilec papeževega odlikovanja Pro Ecclesia et Pontifice. V letu 1995 ga je predsednik Kučan posmrtno odlikoval s Častnim znakom svobode Republike Slovenije za zasluge in dolgoletno delo v dobro slovenskega naroda.","Bil je tudi ena najvidnejših osebnosti politične emigracije, domoljub, politični pisatelj, nasprotnik totalitarizma, borec za demokracijo in kot ekumenski kristjan nosilec papeževe Pro Ecclesia et Pontifica, predsednik Kučan pa mu je leta 1995 za zasluge in dolgo delo v dobro slovenskega naroda posthumno podelil Red svobode Republike Slovenije. < Nazaj Naprej >"
"V pogovoru so gostje: Marina Gržinić, Liljana Rudolf, Dimitrij Rupel, Mitja Rotovnik in Marko Hren ostro izpostavili svoje vizije prireditve, nasprotja pa so se pokazala zlasti glede koncepta prireditve. Po mnenju Marine Gržinić, vodje programskega sveta, v katerem sodeluje 67 strokovnjakov iz različnih kulturno umetniških področij in je bil do lani edini organ odločanja, je imenovani svet edini, ki bi lahko kompetentno pripravil prireditev. Temeljil naj bi na popolni avtonomiji stroke in se zavzemal za to, da projekt ne bi bil le enomesečni blišč elitnih prireditev, ampak bi zapustil trajnejše sledi: novo in izboljšano infrastrukturo ter promocijo mladih ustvarjalcev in umetnikov, ki jih še niso podprle institucije.","V pogovoru so gostje Marine Gržinić, Liljane Rudolf, Dimitrija Rupla, Mitje Rotovnika in Marka Hrena ostro izpostavili svoje vizije dogodka, vendar je bilo nekaj protislovij glede koncepta dogodka. Po besedah Marine Gržinić, vodje programskega sveta, ki združuje 67 strokovnjakov z različnih kulturnih umetniških področij in je bil do lanskega leta edini organ odločanja, je imenovani svet edini, ki bi lahko kompetentno pripravil dogodek. Temeljil je na popolni avtonomiji stroke in se zavzel, da projekt ne bo zgolj enomesečno praznovanje elitnih dogodkov, temveč bo pustil trajnejše sledi nove in izboljšane infrastrukture ter promocije mladih umetnikov in umetnikov, ki še niso bili podprti s strani"
"Žal tokrat nimamo vzornika, po katerem bi se, z vsem znanimi slovenskimi sposobnostmi posnemanja, lahko zgledovali. Vse dosedanje prireditve s tem nazivom so bile deležne organizacijskih in konceptualnih kritik. Vse torej kaže, da organizatorjem (kdorkoli to že so), ne preostane nič drugega, kot da se začnejo med sabo sporazumevati. Ali pa bomo naslednje leto pokazali predvsem eno sestavino naše kulture: lastno sprtost.","Na žalost, tokrat nimamo vzornika, ki bi sledil, z vsemi znanimi slovenskimi imitacijskimi veščinami. Vsi dogodki s tem naslovom so bili deležni organizacijske in konceptualne kritike. Zdi se, da organizatorji (kdorkoli že so) nimajo druge izbire, kot da začnejo komunicirati med seboj. Ali pa bomo naslednje leto pokazali predvsem eno komponento naše kulture: svoj konflikt."
