original,paraphrase
"Drnovšek: V redu, to je na dolgi rok, kaj pa lahko naredimo danes?","Drnovšek V redu, to je na dolgi rok, kaj lahko storimo danes?"
Rupel: (pravkar se je vrnil z minhenške konference in maha s šopom papirja). Prinašam vam mir za naslednjo generacijo!,: Rupel (pravkar se je vrnil z münchenske konference in mahal s kupom papirja). Prinašam vam mir za naslednjo generacijo!
"In če še vedno ne bo nihče dopustil, da bi v njegovem kraju skladiščili za zdaj še neodstranjene tujce? Kaj potem? Predsednik vlade odgovora, kdaj bo država nastopila pri reševanju tega vprašanja bolj avtoritativno, ni dal.","In če še vedno nihče ne bo dovolil, da se še ne spominjajo tujcev, ki se hranijo v njegovem mestu? Kaj potem? Predsednik vlade ni dal odgovora o tem, kdaj bo država obravnavala to vprašanje na bolj avtoritativen način."
Jugoslavija zopet v ospredju,Jugoslavija spet v ospredju
"1) Titova Jugoslavija je totalitarna in policijska država, ne pa demokratična; 2) Tito je nezanesljiv zaveznik; 3) Zahod ni prevzel nobene obveze, da bo branil Jugoslavijo in 4) vse, kar bi bilo dano Jugoslaviji, bi moralo biti pritrgano od sredstev za zahodno obrambo.","1) Titova Jugoslavija je totalitarna in policijska država, ne pa demokratična; 2) Tito je nezanesljiv zaveznik; 3) Zahod ni prevzel nobene obveznosti, da brani;; Jugoslavija in 4) vse, kar je bilo dano Jugoslaviji, je treba podpreti s sredstvi za obrambo Zahoda."
"Toda kljub temu, pravi Economist, si ne smemo prikrivati, kako hude bi bile posledice uspešnega kominformističnega napada na Jugoslavijo. Zahodna evropska obramba bi bila ogrožena, obramba Turčije in Grčije bi postala mnogo težja, sovjetsko letalstvo bi dobilo oporišča v neposredni bližini Italije in v Sredozemlju. Tudi psihološki udarec bi bil hud. Italija, ogrožena z neposredne bližine, bi klonila pred komunizmom, nakar bi verjetno sledil tudi zlom francoske demokracije, ki se ne bi mogla upirati grožnjam s severne, nemške in vzhodne italijanske strani.","Toda tudi tako, pravi Economist, ne moremo prikriti resnost posledic uspešnega so-miniformnega napada na Jugoslavijo. Zahodnoevropska obramba bi bila v nevarnosti, obramba Turčije in Grčije bi postala veliko težja, Sovjetsko letalstvo bi pridobilo baze v neposredni bližini Italije in Sredozemlja, psihološki vpliv pa bi bil hud. Italija, ogrožena v neposredni bližini, bi se priklonila komunizmu, verjetno bi sledil propad francoske demokracije, nezmožna upreti se grožnjam s severne, nemške in vzhodne italijanske strani."
J. L.,J. L.
"Süddeutsche Zeitung, München","Süddeutsche Zeitung, München"
"Podlaga vrednosti delnic Infonda Zlat je torej vse prej kot slaba. Ne zaradi sreče, zatrjuje. Na vsak način ima prav, ko svoje certifikatske delničarje prepričuje: ne prodajajte, če ni sila.","Osnova vrednosti delnic Infonda Zlat je torej vse prej kot slaba. Ne za srečo, trdi. Na vsak način ima prav, ko prepričuje svoje certifikacijske delničarje: ne prodajaj, če ni sila."
"Pavlin, ki je na to mesto prišel kot uveljavljen direktor uspešnega podjetja, torej prodaja, zamenjuje, pobira dividende, sklepa taka in drugačna zavezništva in verjetno tudi zažuga kakšni upravi... V dobro ustanoviteljev pida, sebe in - kot nas prepričuje - te države. Enkrat v Mariboru, drugič v Ljubljani. Domov, v Slovenske Konjice, hodi bolj ali manj samo še spat.","Pavlin, ki je prišel na ta položaj kot uveljavljen direktor uspešnega podjetja, torej prodajal, nadomeščal, pobiral dividende, sklepal takšna in drugačna zavezništva in verjetno tudi zažgal nekaj poslovodstva... Za dobro ustanoviteljev PID-a, sebe in - kot nas prepričuje - to državo."
"Struktura delničarjev pidov se je verjetno zelo spremenila. Koliko je med lastniki Infonda Zlat sploh še prvotnih certifikatskih delničarjev, koliko pa novih, ki so delnice kupili z denarjem na borzi?","Koliko lastnikov Infond Zlata ima še originalne certificirane delničarje, koliko pa je novih, ki so delnice kupili z denarjem na borzi?"
