original,paraphrase
"Sonic MyDVD Plus je zgrajen na enaki podlagi kakor profesionalna orodja za obdelavo videa tega podjetja. Seveda so zmožnosti, ki jih ponuja, v primerjavi z izdelki za zahtevne uporabnike precej okrnjene. Program, podobno kakor Expression, omogoča le zajemanje videa iz videokamere, izdelavo menuja za navigacijo med posameznimi scenami in zapisovanje videa na ploščo. Tisti, ki bi se pri izdelavi vmesnika in menujev radi potrudili z neobičajnim videzom, pri MyDVD ne bodo prišli na svoj račun, saj so orodja za izdelavo menujev dokaj preprosta in ne omogočajo veliko prilagajanja videza. Programu je sicer priložen dodatek, s katerim ga lahko povežemo z Adobovim Photoshopom in tako precej razširimo nabor oblikovalskih zmožnosti, vendar je celoten postopek zapleten in se ga bodo lotili le redki. Ena izmed zelo uporabnih lastnosti Sonicovega izdelka, ki je pri nekaterih konkurentih ne najdemo, je neposredno zapisovanje iz kamere na ploščo, pri čemer ne potrebujemo diskovnega prostora. Shranjevanje posnetka iz kamere na plošče DVD tako postane preprosto kakor klik z miško, resda pa se v tem primeru odpovemo vsaki možnosti urejanja posnetkov. Program bi bil še veliko bolj uporaben, če ne bi imel do konca okrnjenih zmožnosti urejanja posnetkov, tako pa bodo po njem segli predvsem tisti, ki imajo za urejanje na voljo druga orodja, poleg tega pa želijo prihraniti nekaj prostora na disku in posnetke večkrat prenesejo kar neposredno na DVD.","Sonic MyDVD Plus je zgrajena na isti podlagi kot profesionalna orodja za obdelavo video družbe. Seveda, zmogljivosti, ki jih ponuja, so precej omejene v primerjavi z izdelki za zahtevne uporabnike. Program, kot izraz, samo vam omogoča, da zajame video iz video kamere, ustvariti meni za navigacijo med prizori in pisanje videa na krovu. Tisti, ki bi radi, da poskusite po svojih najboljših močeh, da bi vmesnik in menije z nenavadnim videzom, ne bo prišel na lastne stroške z MyDVD, saj so orodja za ustvarjanje menijev precej preprosta in ne omogočajo veliko prilagoditev videz. Program spremlja dodatek, ki se lahko priključi na Adobe Photoshop in s tem bistveno razširi paleto oblikovalskih zmožnosti, vendar je celoten proces zapleten in se bo ukvarjal le z nekaterimi. Ena od zelo uporabnih funkcij izdelka Sonic, ki je ni mogoče najti pri nekaterih konkurentih, je neposredno snemanje iz kamere na disk, brez potrebe po prostoru na disku. Shranjevanje posnetka iz kamere na DVD diske tako postane tako preprosto kot klik z miško, vendar se v tem primeru odpovemo kakršni koli možnosti urejanja posnetkov. Program bi bil še bolj uporaben, če ne bi imel možnost urejanja videoposnetkov do konca, tako da bodo tisti, ki imajo druga orodja za urejanje, dosegli za to, poleg tega pa želijo prihraniti nekaj prostora na disku in pogosto prenesti videoposnetke neposredno na DVD."
"Ko smo z videzom in lastnostmi menuja zadovoljni, kliknemo gumb Burn na dnu zaslona. Odpre se okno, v katerem izberemo zapisovalnik in hitrost zapisovanja, določimo pa lahko tudi, koliko kopij plošče želimo izdelati.","Ko smo zadovoljni z videzom in lastnostmi menija, kliknemo na gumb Zapiši na dnu zaslona. Odpre se okno, v katerem izberemo snemalnik in hitrost snemanja, prav tako pa lahko določimo tudi, koliko kopij želimo narediti."
"Čas zapisovanja je odvisen od več dejavnikov. Če zapisovalnik podpira delo pri večjih hitrostih pisanja, je celoten postopek seveda končan prej. Na daljši čas zapisovanja lahko vpliva tudi posnetek, ki ga je pred pisanjem treba še pretvoriti v združljiv format. Ta pretvorba je odvisna od zmogljivosti procesorja in pri zahtevnejših formatih (če je bil izvirni posnetek na primer v formatu MPEG-4) vzame kar precej časa, v najslabšem primeru celo več, kot je dolžina posnetka, ki ga želimo zapisati.","Čas snemanja je odvisen od več dejavnikov. Če snemalnik podpira delajo pri višjih hitrostih pisanja, celoten proces je, seveda, končana prej. Daljši čas pisanja lahko vpliva tudi snemanje, ki še vedno potrebuje, da se pretvori v združljiv format pred pisanjem. Ta pretvorba je odvisna od zmogljivosti procesorja in, za bolj zahtevne formate (če je bil prvotni posnetek, na primer, v MPEG-4) format, traja precej veliko časa, v najslabšem primeru celo več kot dolžina"
Velikost: 1820 KB.,: Velikost 1820 KB.
Agenda Fusion 4.90,Agenda Fusion 4.90
"Proti: Slaba integracija z Outlookom, predvsem z zaslonom Today, višja cena od konkurenta.",": Proti slabo integracijo z Outlookom, zlasti z zaslonom danes, višja cena kot konkurent."
"V praksi se Agenda najbolj izkaže pri prilagoditvah videza. Posamezne elemente uporabniškega vmesnika, kot so pisave in njihove velikosti, lahko brez težav prilagodimo svojemu okusu. Tako dosežemo preglednejši prikaz, velikost prikazanih informacij pa lahko prilagodimo količini vpisanih podatkov.","Posamezni elementi uporabniškega vmesnika, kot so pisave in njihove velikosti, se lahko enostavno prilagodijo našemu okusu. Na ta način lahko dosežemo bolj pregleden prikaz, velikost prikazanih informacij pa se lahko prilagodi količini vnesenih podatkov."
"Tokrat smo preizkusili novi model 6127, ki pa se je izkazal enostavno kot 6122 z vgrajenim omrežnim vmesnikom. Da, tiskalnik lahko priklopimo neposredno v omrežje in nanj tiskamo od kjerkoli, ali pa ga enako omrežno namestimo na strežnik in ga drugim delimo od tam. Namestitev v omrežje je trivialna, saj nastavitveni program tiskalnik lepo najde, če ga slučajno ne (če ima omrežna kartica več številk IP, se taki programi včasih zmedejo), pa lahko njegovo številko (ki jo natisne s pritiskom na gumb) vpišemo ročno. Številko IP lahko dobi tudi avtomatsko, prek strežnika DHCP. Od omrežnih lastnostih omenimo še vgrajeni spletni strežnik, kar pomeni, da se lahko na tiskalnik priklopimo s spletnim brskalnikom (kar je že dolgo lastnost zmogljivejših laserskih tiskalnikov). Žal tam kaj posebno koristnega ne bomo opravili; zamenjamo lahko številko IP in preverimo, koliko barvila smo že porabili (kar pa tako ali tako vidimo tudi v gonilniku). Prej omenjeni laserski tiskalniki (tudi HP) ponavadi omogočajo še obveščanje o izpraznjenih kartušah in celo samodejno naročanje le-teh (vendar ne v Sloveniji).","Tokrat smo poskusili nov model 6127, ki se je izkazalo, da je tako enostavno, kot 6122 z vgrajenim omrežnim vmesnikom. Ja, tiskalnik se lahko priključi neposredno v omrežje in tiskanje z njim od koderkoli, ali pa ga lahko namestite v istem omrežju na strežnik in ga delite z drugimi od tam. Namestitev v omrežje je nepomembno, ker je namestitveni program najde tiskalnik lepo, v primeru, da ne (če ima omrežna kartica več IP številk, ti programi včasih dobili zmeden), nato pa njegovo številko (natisnjen s pritiskom na gumb) lahko vnesete ročno. IP številko lahko dobi tudi samodejno, preko DHCP strežnika. Med lastnostmi omrežja omenimo tudi vgrajeni spletni strežnik, kar pomeni, da se lahko na tiskalnik povežemo s spletnim brskalnikom (ki je že dolgo značilnost močnejših laserskih tiskalnikov). Žal tam ne bomo naredili nič posebno koristnega; lahko zamenjamo IP številko in preverimo, koliko barvila smo že porabili (kar tako ali tako vidimo tudi v gonilniku). Prej omenjeni laserski tiskalniki (tudi HP) običajno omogočajo obveščanje o praznih kartušah in celo samodejno naročanje le-teh (vendar ne v Sloveniji)."
"Skupna ocena: 8,56. ",: Skupna ocena 8.56.
"Morda bo koga motilo le to, da prenosniku nista priloženi niti disketna enota niti enota CD-ROM (čeprav ju v poslovnem, danes značilno povsem omreženem okolju v resnici skoraj ne potrebujemo). Slednjo lahko dodamo le, če kupimo vsaj osnovno priklopno postajo (t. i. Mediaslice, cena 51.600 tolarjev), ki smo jo preizkusili tudi mi. Žal ima ta v osnovi prostor le za enoto CD-ROM, kupiti pa jo moramo posebej (37.000 tolarjev). Razširitveno mesto je univerzalno, zato lahko vanj vtaknemo tudi dodaten akumulator, čeprav je zanj prostor tudi na spodnji strani priključne postaje (49.000 tolarjev). S priključno postajo sicer pridobimo tudi zaporedni vmesnik in pa vmesnik PS/2.","Edino, kar bo koga motilo, je, da v prenosni računalnik ni vključena niti disketna enota niti CD-ROM enota (čeprav jih v današnjem tipičnem povsem omreženem okolju skorajda ne potrebujemo). Slednje lahko dodamo le, če kupimo vsaj osnovno priklopno postajo (npr. Mediaslice, cena 51.600 tolarjev), ki smo jo tudi testirali. Na žalost ima v bistvu samo prostor za CD-ROM enoto, ampak jo moramo kupiti posebej (37.000 tolarjev). Razširitveno mesto je univerzalno, zato lahko vanj priklopimo tudi dodatno baterijo, čeprav je za to tudi prostor na dnu priključne postaje (49.000 tolarjev). S priklopno postajo dobimo tudi serijski vmesnik in PS 2 / vmesnik."
