original,paraphrase
"Letno maturitetno poročilo o poklicni maturi 2008 prikazuje rezultate spomladanskega in jesenskega izpitnega roka 2008 in zimskega izpitnega roka, ki je bil izpeljan v začetku leta 2009. To je poklicna matura, na kateri so kandidati še zadnjič končevali šolanje izključno po iztekajočih se izobraževalnih programih. Že v letu 2009, ko se bodo končali prvi trije novi1 programi poklicno-tehniškega izobraževanja – še posebno pa nekaj naslednjih let –, bo na poklicni maturi situacija nekoliko bolj zapletena, saj bodo kandidati istočasno končevali šolanje po različnih programih. Letno poročilo je po dispoziciji iz prejšnjih let pripravil uredniški odbor, ki ga je imenovala Državna komisija za poklicno maturo (DK PM). DK PM je poročilo obravnavala in sprejela na svoji 8 redni seji, dne 20. 5. 2009. V uvodu predsednik DK PM dr. Borisa Dular najprej predstavi pravne podlage za poklicno maturo, sledi opredelitev pomena in značilnosti poklicne mature, upoštevanja heterogenosti kandidatov,2 predmetnih izpitnih katalogov in odgovornih organov za izpeljavo poklicne mature. V tretjem poglavju so predstavljeni organi poklicne mature s kratkim opisom njihovih pristojnosti in s poimensko sestavo DK PM in državnih predmetnih komisij za poklicno maturo (DPK PM) za prve in za tretje predmete poklicne mature. Državni izpitni center (Ric) je pripravil empirično analizo rezultatov vseh treh izpitnih rokov poklicne mature, ki je prikazana v četrtem poglavju. Najprej so predstavljene meje za pretvorbo odstotnih točk v točkovne ocene pri prvem in pri tretjem predmetu poklicne mature. Meje so podobne kakor v prejšnjih letih, enake so pri angleščini, za točko nižje pri materinščini in pri slovenščini kot drugem jeziku. Zaradi boljšega rezultata kandidatov so lahko višje od lani pri nemščini, pri italijanščini kot drugem jeziku in pri matematiki. Matematika še vedno odstopa z nižjo mejo (40), medtem ko je ta meja pri drugih predmetih 49 ali 50 odstotnih točk. Sledijo tabele z glavnimi podatki o kandidatih. Največ kandidatov je bilo iz SSI, skoraj polovico manj iz PTI, okoli 3 % pa iz poklicnih tečajev. Tudi letos zaznavamo velik osip med prijavljenimi kandidati, saj jih okoli 17 % ne opravlja poklicne mature. Največji delež odjavljenih in neudeleženih je med kandidati iz PTI. Struktura kandidatov po spolu je izenačena, delež uspešnih pa je med ženskami za dober odstotek višji kakor med moškimi. Uspešnost kandidatov je v rahlem porastu že od leta 2002. Največji delež uspešnih je med kandidati, ki so končali poklicni tečaj. Ti kandidati imajo končano gimnazijsko izobraževanje. Mnogi med njimi opravljajo le drugi in četrti predmet poklicne mature, če lahko uveljavijo opravljeni predmet s splošne mature. Delež uspešnih med kandidati iz SSI je višji kakor med kandidati iz PTI. Ni novost, da je delež uspešnih med dijaki višji kakor med preostalimi (beri odraslimi). Podatki o kandidatih po letu rojstva povedo, da se je večina kandidatov na poklicni maturi 2008 rodila v letu 1988 ali dveh poprej. Najštevilnejši letnik ima tudi najvišji delež uspešnih. Zanimivo je, da je uspešnost kandidatov, ki so več kakor deset let starejši od poklicnih maturantov, skoraj enaka uspešnosti dijakov, delež uspešnih med kandidati, ki so rojeni od leta 1980 do leta 1986, pa je za okroglih 6 % nižji. Struktura kandidatov po statusu in po spolu sledi trendom prejšnjih let. Podatki o načinu opravljanja poklicne mature razkrijejo, da na spomladanskem izpitnem roku opravlja poklicno maturo velika večina v celoti prvič, na jesenskem izpitnem roku je kandidatov, ki jo opravljajo v celoti prvič, skoraj enako število, a nekoliko manj kakor kandidatov, ki jo popravljajo ali izboljšujejo, v zimskem izpitnem roku pa je kandidatov, ki ponavljajo ali popravljajo, občutno več kakor kandidatov, ki opravljajo poklicno maturo v celoti.","V letnem poročilu mature 2008 so prikazani rezultati spomladanskega in jesenskega izpitnega roka 2008 ter zimskega izpitnega roka, ki je bil izveden v začetku leta 2009. Gre za poklicno maturo, pri kateri so kandidati svoje izobraževanje zadnjič zaključili šele po končanih izobraževalnih programih. Že leta 2009, ko bodo zaključeni prvi trije novi1 programi poklicnega usposabljanja - predvsem pa v naslednjih nekaj letih - bo stanje na poklicni maturi nekoliko bolj zapleteno, saj bodo kandidati hkrati zaključevali izobraževanje v različnih programih. V skladu z dispozicijami iz prejšnjih let je letno poročilo pripravil uredniški odbor, ki ga je imenovala Nacionalna komisija za poklicno maturo (DK PM). DK PM je poročilo obravnaval in sprejel na 8. redni seji 20. maja 2009. V uvodu je predsednik DK PM dr. Boris Dular predstavil pravno podlago za poklicno maturo, nato pa še opredelitev pomena in značilnosti poklicne mature, pri čemer je upošteval heterogenost kandidatov, 2 predmetna izpita in organe, odgovorne za izvedbo poklicnih mature. Nacionalni izpitni center (Ric) je pripravil empirično analizo rezultatov vseh treh izpitov poklicne mature, ki je prikazana v četrtem poglavju. Najprej so predstavljene meje za pretvorbo odstotnih točk v točkovne ocene pri prvem in tretjem predmetu poklicne mature, ki so podobne kot v prejšnjih letnikih, enake v angleščini, za eno točko nižje pri maternem jeziku in v slovenščini kot drugem jeziku. Matematika še vedno odstopa od spodnje meje (40), medtem ko pri ostalih predmetih znaša ta meja 49 oz. 50 odstotnih točk. Sledijo tabele z glavnimi podatki o kandidatih. Večina kandidatov je bila iz SSI, skoraj polovica manj iz PTI, in približno 3% iz poklicnih programov. Tudi letos je osip med kandidati velik, saj jih približno 17% ne opravi poklicne mature. Največji delež kandidatov je med kandidati iz PTI. Struktura kandidatov je enaka, medtem ko je delež uspešnih kandidatov med ženskami nekaj več kot odstotek večji kot med moškimi. Stopnja uspešnosti kandidatov se je od leta 2002 nekoliko povečala. Največji delež uspešnih kandidatov je med tistimi, ki so končali poklicno maturo. Ti kandidati imajo končano srednješolsko izobraževanje. Veliko jih opravi le drugi in četrti tečaj poklicne mature, če lahko uveljavljajo opravljanje splošne mature. Delež uspešnih kandidatov iz SSI je večji kot med kandidati iz ZSP. Ni novo, da je odstotek uspešnih študentov višji kot med ostalimi (beri odrasli). Podatki o kandidatih po letu rojstva kažejo, da je bila večina kandidatov na poklicni maturi v letu 2008 rojena leta 1988 oziroma dve leti pred tem. Zanimivo je, da je stopnja uspešnosti kandidatov, ki so več kot deset let starejši od poklicnih diplomantov, skoraj enaka stopnji uspešnosti dijakov, medtem ko je delež uspešnih kandidatov, ki so bili rojeni med letoma 1980 in 1986, približno 6% nižji. Struktura kandidatov po statusu in spolu sledi trendom prejšnjih let. Podatki o načinu obiskovanja poklicne mature kažejo, da na spomladanskem izpitu velika večina kandidatov poklicno maturo opravi prvič; na jesenskem izpitnem obdobju so kandidati, ki jo prvič izpolnijo, skoraj enako število kandidatov, vendar nekoliko manj kot kandidati, ki jo popravijo ali izboljšajo v zimskem izpitnem obdobju; in obstajajo kandidati, ki ponavljajo ali popravljajo več kot kandidati, ki opravijo poklicno maturo."
"Poklicno maturo lahko opravlja vsak, ki je uspešno končal srednjo tehniško ali drugo strokovno šolo, 2. letnik poklicno-tehniškega izobraževanja po sistemu 3 + 2 ali enoletno izobraževanje v poklicnem tečaju ali pa je opravil mojstrski, delovodski ali poslovodski izpit pri pristojni zbornici. Kandidati se razlikujejo glede na številne različne poklice oziroma stroke, znotraj katerih imajo isti predmeti poklicne mature različen obseg, pa tudi glede na način izobraževanja – redni ali izredni kandidati – in glede na status – dijaki ali odrasli. Poklicna matura se opravlja iz štirih predmetov, iz dveh splošnoizobraževalnih predmetov, to je iz slovenščine (italijanščine ali madžarščine) in iz matematike ali tujega (drugega) jezika, in iz temeljnega strokovnoteoretičnega predmeta ter iz preizkusa praktične usposobljenosti za delo v stroki. Pri tem sta dva predmeta obvezna. Prvi obvezni predmet je slovenščina, na območjih, kjer živi italijanska narodna skupnost, je v šolah z italijanskim učnim jezikom namesto slovenščine italijanščina, na območjih, kjer živi madžarska narodna skupnost, pa slovenščina ali madžarščina – po izbiri kandidata. Drugi obvezni predmet je temeljni strokovnoteoretični predmet. Dva predmeta izbere kandidat sam; izbira lahko med matematiko in tujim oziroma drugim jezikom, četrti predmet pa med različnimi oblikami dokazovanja usposobljenosti za delo v poklicu oziroma stroki: storitev, izdelek, projektno delo, seminarsko nalogo in podobno z zagovorom. Poklicna matura se izvaja po enotnem izpitnem redu za vse kandidate. Pisni izpit pri prvem in pri tretjem predmetu je eksteren, saj podporo za njeno izvajanje in za zaščito tajnosti zagotavlja Ric. Na poklicni maturi je zagotovljeno načelo eksternosti. Zagotavlja se na več načinov. Pri pisnem delu izpita pri prvem in pri tretjem predmetu so pripravljene enotne nacionalne naloge. Uporabljajo se enotna merila ocenjevanja in enotne meje za pretvorbo točk v ocene pri prvem in pri tretjem predmetu. Druge izpitne pole pri izpitu iz slovenščine, (madžarščine, italijanščine) in iz tujega oziroma drugega jezika ocenjujeta dva ocenjevalca. Za drugi in za četrti predmet so pripravljeni predmetni izpitni katalogi in enotna okvirna navodila za sestavljanje nalog, za točkovanje in za ocenjevanje, ki jih šolam posreduje Center RS za poklicno izobraževanje. Pri četrtem predmetu lahko sodelujejo v šolski izpitni komisiji zunanji člani iz podjetij in drugih organizacij, kjer se zaposlujejo maturanti.","Poklicno maturo lahko opravi vsak, ki je uspešno opravil srednjo tehniško ali drugo strokovno šolo, 2. letnik poklicno-tehničnega izobraževanja po sistemu 3 + 2 ali enoletno izobraževanje po poklicnem tečaju ali pa je opravil magistrski, delovodski ali vodstveni izpit na pristojni zbornici. Kandidati se razlikujejo glede na število različnih poklicev oziroma poklicev, znotraj katerih imajo isti predmeti poklicne mature drugačen obseg, pa tudi glede na način izobraževanja - kandidati za redni ali izredni študij - in glede na status - študenti ali odrasli. Poklicna matura se opravlja iz štirih predmetov, iz dveh splošnoizobraževalnih predmetov, in sicer iz slovenščine (italijanščina ali madžarščina) in iz matematike ali tujega jezika (drugi jezik) ter iz osnovnega strokovnega predmeta ter iz praktičnega preizkusa za delo v stroki, kjer sta obvezna dva predmeta. Prvi obvezni predmet je slovenščina, na območjih, kjer živi italijanska narodna skupnost, v šolah, kjer se poučuje italijanski jezik namesto slovenščine, in na območjih, kjer živi madžarska narodna skupnost, slovenščina ali madžarščina - po izbiri kandidata. Drugi obvezni predmet je osnovni predmet strokovnosti; dva predmeta izbere sam kandidat; lahko izbira med matematiko in tujim ali drugim jezikom, četrti predmet pa med različnimi oblikami dokazovanja kompetentnosti za delo v stroki: servis, izdelek, projektno delo, seminarska naloga in podobno z zagovorom. Poklicna matura se izvaja po enotnem izpitnem urniku za vse kandidate. Pisni izpit pri prvem in tretjem predmetu je zunanji, saj podporo za njegovo izvajanje in varovanje tajnosti zagotavlja Ric. V pisnem delu izpita iz prvega in tretjega predmeta so pripravljene enotne nacionalne naloge. Uporabijo se enotni ocenjevalni kriteriji in enotne meje za pretvorbo točk v ocene pri prvem in tretjem predmetu. Ostale naloge pri izpitu iz slovenščine (madžarska, italijanska) in tujega ali drugega jezika ocenjujeta dva ocenjevalca. Za drugi in četrti predmet se pripravijo izpitni katalogi in enotna okvirna navodila za pripravo nalog, za točkovanje in za ocenjevanje, ki jih šolam posreduje Center Republike Slovenije za poklicno izobraževanje. Pri četrtem predmetu lahko v šolski izpitni komisiji sodelujejo zunanji člani iz podjetij in drugih organizacij, kjer so diplomanti zaposleni."
2.2.3 Predmetni izpitni katalogi,2.2.3 Katalogi predmetov izpitov
LETNO MATURITETNO POROČILO O POKLICNI MATURI 2008,Letno poročilo o poklicni matematiki 2008
Metka Košir mag. Nives Kreuh dr. Mihaela Zavašnik mag. Gordana Pečnik Miloša Gogala predsednica članica članica članica članica,Metka Košir mag. Nives Kreuh Dr. Mihaela Zavašnik Mag. Gordana Pečnik Miloš Gogala predsednica države članice
4.2.1 Sestava DPK PM za slovenščino in slovenščino kot drugi jezik,4.2.1 Sestava DPK PM za slovenščino in slovenščino kot drugi jezik
Helena Kozar mag. Liljana Kač Nataša Kralj mag. Rosvita Šengelaja Mihaela Urša Zakošek predsednica članica članica članica članica,Helena Kozar mag. Liljana Kač Nataša Kralj mag. Rosvita Šengela Mihael Urša Zakošek Predsednica države članice
"– za ustne izpite oziroma zagovore določi razpored kandidatov in šolskih izpitnih komisij po izpitnih prostorih; – na predlog strokovnih aktivov šole določi merila za pretvorbo točk v ocene za drugi in za četrti predmet; – potrjuje ocene za posamezne predmete in ugotavlja splošni uspeh kandidatov; – odloča o ukrepih zaradi storjenih kršitev pri izpitu; – obravnava sume prepisovanja; – odloča o pritožbah in ugovorih kandidatov v skladu s pristojnostmi; – slovesno razglasi rezultate poklicne mature; – za čas opravljanja poklicne mature določi izpitni in maturitetni hišni red; – sprejme poročilo o izvedbi poklicne mature na šoli; – opravlja druge naloge, določene s tem pravilnikom in z drugimi predpisi ter z navodili DK PM in Rica. Oton Jerman","- za ustne izpite ali zagovor, določa urnik kandidatov in šolskih izpitnih komisij po izpitnih sobah; - na predlog poklicnih dejavnosti šole določa merila za pretvorbo točk v ocene za drugo in četrto osebo; - potrjuje ocene za posamezne predmete in določa splošni uspeh kandidatov;; - odloča o ukrepih za kršitve, storjene na izpitu; - obravnava sume transkripcije; - odloča o pritožbah in ugovorih kandidatov v skladu s kompetencami; - slovesno objavlja rezultate strokovne mature; - potrjuje poročilo o izvajanju poklicne mature na šoli DK; - opravlja druge naloge, določene s to uredbo in drugimi predpisi in v skladu z navodili PM in Rico."
neudeleženi,ne sodelujejo
program PT PTI SSI Skupaj:,Program PT PTI SSI Skupaj:
