original,paraphrase
Padec samozavesti,Zmanjšana samozavest
Sklad dela v Celju,Sklad deluje kot celota
ČZP DELO,Delo je končano.
DUNAJSKA 5,Danska 5.
"Maribor se ponaša z znamenito 400 let staro trto. Vsako leto zgodaj spomladi mesto podari cepič drugi občini ali državi v znak prijateljstva in sodelovanja. Letos je ta čast doletela Mestno občino Celje. Manjša delegacija pod vodstvom podžupanje Janje Romih se je udeležila tradicionalne rezi Stare trte na mariborskem Lentu. V okviru manjše slovesnosti bo mariborski župan mestu Celje podaril cepič Stare trte. Mesto Celje se bo ob tej priložnosti na mariborskem Lentu predstavilo tudi s turističnega vidika, saj so bile na manjši stojnici na voljo turistične informacije in prospekti o knežjem mestu. (HK)","V znak prijateljstva in sodelovanja mesto vsako leto v začetku pomladi pošlje presadek kakšni drugi občini ali državi. To čast so podelili Mestni občini Celje. Na tradicionalni trgatvi Stare trte na Lentu v Mariboru se je udeležila tudi manjša delegacija pod vodstvom podžupanke Janje Romih. V okviru manjše slovesnosti bo mariborski župan celjskemu mestu podaril cepič Stare trte. Ob tej priložnosti se bo mesto Celje predstavilo tudi s turističnega vidika, saj je z majhno stojnico priskrbelo turistične informacije in brošure o knežjem mestu. ()"
"Številne debate okoli nove čistilne naprave, katere vrednost je več kot 12 milijonov evrov, so v ponedeljek naposled le prišle h koncu, saj so v županovem kabinetu vsi trije izbrani izvajalci nazdravili za pričetek gradnje. »Rok za izgradnjo je 600 dni, potem sledi 200 dni za poskusno delovanje, konec leta 2003 pa bo začela naprava tudi uradno obratovati,« je povedal zelo zadovoljni župan Bojan Šrot. Peter List, predstavnik firme VA Tech Wabag Gmbh, je posebej za Celjana dejal, da ga kljub bogatim izkušnjam zelo veseli, da bodo delali s takšnimi profesionalci, kot so Celjani, Vojko Lončarič in Vincenc Turk iz Vegrada, pa sta za konec povedala: »To je zahvala za zaupanje. Posebej smo zadovoljni, da smo kljub ponovljenem razpisu ostali zraven.«","Številni pogovori o novi čistilni napravi, katere vrednost presega 12 milijonov evrov, so se končno končali v ponedeljek, ko so vsi trije izbrani izvajalci v županovi pisarni nazdravili začetku gradnje. ""Rok za gradnjo je 600 dni, nato sledi še 200 dni poskusnega obratovanja, ob koncu leta 2003 pa bo elektrarna tudi uradno začela obratovati "", je povedal župan Bojan Šrot. Peter List, predstavnik VA Tech Wabag GmbH, je posebej za Celje povedal, da se je kljub obsežnim izkušnjam zelo razveselil sodelovanja s strokovnjaki kot so Celjani, Vojko Lončarič in Vincenc Turk iz Vegrada, na koncu pa še rekel:"" Hvala za zaupanje. Kljub večkratnemu razpisu nas še posebej veseli""."
Tuji investitorji so bili na sodelovanje s Celjani zelo ponosni. ,Tuji investitorji so bili zelo ponosni na sodelovanje s Celjem.
"Ne pretirana cena vstopnic (tisoč tolarjev), pri čemer je bilo parkiranje brezplačno, kar 411 razstavljavcev iz 25 držav in navsezadnje sončno vreme so v mesto ob Savinji privabili ljudi iz najrazličnejših koncev Slovenije. Med večino registracij iz Ljubljane, Celja in Maribora je bilo opaziti tudi registracije iz sosednjih držav. ","Cena vstopnic (tisoč tolarjev) ni bila pretirana, parkiranje je bilo brezplačno, 411 razstavljavcev iz 25 držav in končno je sončno vreme v mesto ob Savinji privabilo ljudi iz vse Slovenije. Večina registracij iz Ljubljane, Celja in Maribora je vključevala tudi registracije iz sosednjih držav."
"Vedeževanje, svetovanje","izobraževanje, svetovanje"
"Nudimo Vam storitve vedeževanja in svetovanja osebno. Odgovarjamo tudi na Vaša pisma. Informacije po telefonu: O41 729 457 od 10. do 14. ure, od ponedeljka do sobote. VADE ULTRA s.p., Mestni trg 1, Šentjur. VAŠ NOTRANJI MIR VAŠ EDINI PRAVI ZAKLAD!","Odzivamo se tudi na vaša pisma. Informacije po telefonu: O41 729 457 od 10. do 14. ure, od ponedeljka do sobote. Vade ULTRA s.p., Mestni trg 1, Šentjur."
